promotion_id,promo_code,campaign_name,discount_percentage,start_date,end_date,status
PROMO00329,HVBPXD81,Festive Offer,25,2026-07-28,2027-08-14,Upcoming
PROMO00330,HVWSTL71,Corporate Deal,40,2025-09-16,2027-11-01,Expired
PROMO00331,HVRQHU33,Weekend Offer,15,2027-07-14,2028-06-25,Upcoming
PROMO00332,HVPZTZ62,Summer Sale,30,2025-04-02,2028-05-19,Upcoming
PROMO00333,HVBUNR36,Festive Offer,5,2024-09-10,2028-03-07,Active
PROMO00334,HVJMTT90,Family Package,40,2025-04-17,2027-07-31,Active
PROMO00335,HVIXOW33,Festive Offer,40,2025-04-12,2027-12-30,Active
PROMO00336,HVFBHC99,Weekend Offer,15,2025-12-06,2027-08-29,Expired
PROMO00337,HVALKG96,Summer Sale,30,2026-12-29,2028-07-18,Upcoming
PROMO00338,HVZTJM08,Weekend Offer,25,2025-12-27,2027-08-14,Active
PROMO00339,HVJTRV88,Summer Sale,5,2026-02-17,2027-08-17,Upcoming
PROMO00340,HVHZJF42,New Year Sale,30,2027-07-21,2027-11-08,Upcoming
PROMO00341,HVDQML29,Summer Sale,25,2027-02-08,2027-09-22,Expired
PROMO00342,HVPAET03,Weekend Offer,15,2025-10-31,2028-01-10,Expired
PROMO00343,HVSVEJ07,Summer Sale,25,2026-01-16,2027-09-30,Upcoming
PROMO00344,HVLAYY28,Festive Offer,10,2026-01-13,2027-10-02,Active
PROMO00345,HVXLWH91,Family Package,40,2026-11-23,2028-02-23,Active
PROMO00346,HVEMQS88,Corporate Deal,10,2026-06-16,2028-03-24,Expired
PROMO00347,HVYIBE71,Festive Offer,10,2026-06-03,2027-08-30,Upcoming
PROMO00348,HVTBQU03,Festive Offer,40,2025-12-03,2027-11-30,Active
PROMO00349,HVGTMO92,Corporate Deal,15,2025-09-18,2027-11-18,Active
PROMO00350,HVIZOV23,Festive Offer,40,2027-01-31,2028-05-14,Expired
PROMO00351,HVJEYL73,Family Package,25,2026-12-28,2028-05-27,Active
PROMO00352,HVCQXY66,Weekend Offer,30,2026-12-08,2028-03-13,Active
PROMO00353,HVICPA44,Summer Sale,5,2025-11-14,2028-01-27,Active
PROMO00354,HVQKTK22,New Year Sale,5,2025-12-11,2027-10-01,Expired
PROMO00355,HVGVNY32,Corporate Deal,15,2024-11-16,2027-12-19,Upcoming
PROMO00356,HVPRNZ45,New Year Sale,25,2025-07-14,2027-12-04,Active
PROMO00357,HVHBEG78,Festive Offer,40,2025-07-01,2028-07-21,Upcoming
PROMO00358,HVFDKL64,Weekend Offer,40,2025-06-16,2028-05-06,Upcoming
PROMO00359,HVXJOV21,Weekend Offer,5,2027-04-27,2028-03-23,Expired
PROMO00360,HVNFZG17,Family Package,30,2025-02-24,2028-03-28,Upcoming
PROMO00361,HVDXJS36,Corporate Deal,15,2026-12-20,2028-05-11,Upcoming
PROMO00362,HVXAIT82,Corporate Deal,30,2026-09-19,2027-10-04,Active
PROMO00363,HVZSQF00,Festive Offer,20,2027-07-09,2028-06-25,Upcoming
PROMO00364,HVGXOP09,Family Package,30,2026-12-10,2028-01-10,Expired
PROMO00365,HVJNNZ58,Festive Offer,40,2026-03-03,2027-10-31,Upcoming
PROMO00366,HVXCMV23,Weekend Offer,10,2025-07-27,2028-07-08,Upcoming
PROMO00367,HVKNVC35,Corporate Deal,25,2025-08-21,2028-01-29,Expired
PROMO00368,HVBPDW55,Festive Offer,5,2025-05-14,2028-07-09,Active
PROMO00369,HVPOZH75,Festive Offer,25,2025-06-04,2028-01-06,Upcoming
PROMO00370,HVFFKE84,Festive Offer,10,2027-01-13,2027-11-10,Upcoming
PROMO00371,HVGFTE51,Summer Sale,40,2025-08-16,2028-05-04,Active
PROMO00372,HVAYDU43,Corporate Deal,5,2027-07-21,2028-03-19,Upcoming
PROMO00373,HVXIKW60,Festive Offer,30,2027-02-26,2027-12-06,Expired
PROMO00374,HVQRRW85,New Year Sale,10,2026-06-30,2028-03-10,Active
PROMO00375,HVQDKN67,Family Package,10,2026-10-20,2028-05-29,Expired
PROMO00376,HVRUTN86,Festive Offer,20,2027-04-29,2028-04-07,Active
PROMO00377,HVGZEP62,Summer Sale,20,2025-06-10,2027-11-15,Active
PROMO00378,HVSVQF94,New Year Sale,30,2027-04-29,2027-11-02,Active
PROMO00379,HVRADC20,Weekend Offer,25,2025-03-05,2028-05-03,Active
PROMO00380,HVQZEF96,New Year Sale,5,2025-03-11,2027-10-03,Expired
PROMO00381,HVBBOD29,New Year Sale,30,2025-08-09,2028-05-26,Upcoming
PROMO00382,HVWQQK98,Festive Offer,25,2025-12-24,2027-10-06,Expired
PROMO00383,HVNWIU42,Summer Sale,25,2027-05-12,2027-09-11,Upcoming
PROMO00384,HVTBLA98,New Year Sale,40,2026-08-01,2028-01-31,Expired
PROMO00385,HVTPSZ51,Summer Sale,10,2025-01-30,2027-12-26,Upcoming
PROMO00386,HVQBDD97,Summer Sale,25,2027-05-17,2028-01-13,Upcoming
PROMO00387,HVAJAU86,Weekend Offer,40,2024-10-12,2027-10-19,Upcoming
PROMO00388,HVUUCF92,New Year Sale,5,2024-12-20,2028-06-11,Active
PROMO00389,HVHLBS50,Festive Offer,15,2026-10-25,2028-07-08,Upcoming
PROMO00390,HVLUIK33,Family Package,10,2025-04-01,2027-09-14,Upcoming
PROMO00391,HVPNTD79,Corporate Deal,5,2025-10-02,2028-06-22,Active
PROMO00392,HVVIZR99,Summer Sale,15,2024-11-21,2028-01-17,Expired
PROMO00393,HVBZAG03,Festive Offer,20,2027-06-17,2028-04-19,Active
PROMO00394,HVEIEO92,Family Package,40,2026-04-10,2028-06-29,Active
PROMO00395,HVSQUD75,Weekend Offer,40,2027-06-02,2028-05-03,Upcoming
PROMO00396,HVGHFL91,New Year Sale,40,2024-09-16,2028-02-18,Upcoming
PROMO00397,HVGSDF88,Family Package,40,2025-11-14,2027-08-29,Expired
PROMO00398,HVFPXG37,Corporate Deal,25,2027-05-08,2027-11-04,Active
PROMO00399,HVHLHO22,Family Package,30,2027-01-13,2028-03-02,Upcoming
PROMO00400,HVWRTE64,Festive Offer,20,2025-11-12,2027-12-27,Active
PROMO00401,HVTRTP67,New Year Sale,30,2026-12-30,2028-06-26,Expired
PROMO00402,HVGRKP29,Summer Sale,25,2026-01-17,2028-01-08,Upcoming
PROMO00403,HVMPRJ79,Summer Sale,30,2027-01-05,2028-03-15,Expired
PROMO00404,HVUUQU69,Corporate Deal,30,2026-11-28,2027-11-28,Expired
PROMO00405,HVONOK02,Corporate Deal,20,2025-07-26,2027-12-08,Expired
PROMO00406,HVGKXR76,Weekend Offer,10,2024-08-15,2028-03-07,Active
PROMO00407,HVEHNZ63,New Year Sale,15,2026-12-15,2028-02-26,Active
PROMO00408,HVWBHN66,Family Package,25,2025-02-20,2028-06-18,Expired
PROMO00409,HVKPKF98,Summer Sale,25,2027-02-14,2027-11-26,Upcoming
PROMO00410,HVYVHO63,Festive Offer,10,2025-05-31,2027-12-02,Active
PROMO00411,HVBXIF56,New Year Sale,10,2026-05-02,2028-04-16,Expired
PROMO00412,HVUDTZ05,Summer Sale,10,2025-06-11,2028-01-15,Expired
PROMO00413,HVJBHZ38,Summer Sale,30,2027-01-03,2027-12-03,Upcoming
PROMO00414,HVSWWJ07,Festive Offer,5,2024-11-30,2028-01-28,Upcoming
PROMO00415,HVIPCJ51,Summer Sale,5,2026-02-22,2027-11-24,Upcoming
PROMO00416,HVJBPX70,New Year Sale,10,2024-12-15,2028-05-04,Expired
PROMO00417,HVVFCT00,Summer Sale,10,2026-10-22,2028-07-16,Active
PROMO00418,HVONIH17,Summer Sale,15,2025-08-28,2027-07-28,Active
PROMO00419,HVSMCN81,Corporate Deal,10,2027-05-04,2027-08-27,Upcoming
PROMO00420,HVFKWN07,Family Package,5,2026-05-27,2027-08-16,Expired
PROMO00421,HVBDZV92,Festive Offer,5,2027-06-11,2028-01-16,Expired
PROMO00422,HVECVJ59,Weekend Offer,20,2025-10-12,2027-08-12,Upcoming
PROMO00423,HVMLDP56,New Year Sale,10,2026-09-30,2027-08-02,Active
PROMO00424,HVHDKM76,Weekend Offer,25,2025-05-16,2028-03-13,Expired
PROMO00425,HVWGNC36,Family Package,5,2025-02-23,2027-07-31,Expired
PROMO00426,HVGPTO01,Summer Sale,25,2025-08-11,2027-08-03,Expired
PROMO00427,HVJYRS63,Summer Sale,30,2027-04-15,2028-02-19,Active
PROMO00428,HVPGGK50,Family Package,40,2026-03-23,2027-07-30,Expired
PROMO00429,HVCIOP31,Weekend Offer,15,2024-11-18,2028-05-12,Expired
PROMO00430,HVYNWD11,Weekend Offer,5,2026-12-14,2028-07-05,Upcoming
PROMO00431,HVCZRX91,Summer Sale,10,2026-12-24,2027-12-11,Active
PROMO00432,HVHVQZ21,Weekend Offer,15,2027-01-04,2028-01-27,Expired
PROMO00433,HVUIXI17,Corporate Deal,25,2025-07-15,2027-09-06,Active
PROMO00434,HVZRSQ38,New Year Sale,25,2026-09-17,2027-08-18,Upcoming
PROMO00435,HVISNJ03,Weekend Offer,25,2026-01-24,2027-09-09,Active
PROMO00436,HVEZSX80,Summer Sale,10,2026-12-29,2027-10-26,Upcoming
PROMO00437,HVIOME33,Corporate Deal,30,2024-08-10,2028-04-11,Active
PROMO00438,HVHMKS17,Weekend Offer,30,2024-12-18,2028-05-01,Expired
PROMO00439,HVEJOP73,New Year Sale,10,2025-03-07,2027-08-30,Upcoming
PROMO00440,HVVQUU34,Summer Sale,10,2026-12-22,2027-10-14,Expired
PROMO00441,HVISKF31,New Year Sale,25,2027-03-30,2028-02-21,Expired
PROMO00442,HVCEIQ23,Family Package,15,2026-02-12,2027-11-04,Expired
PROMO00443,HVIMTR41,New Year Sale,10,2026-01-02,2028-05-29,Active
PROMO00444,HVPALM81,Corporate Deal,15,2025-11-02,2028-05-05,Expired
PROMO00445,HVQWDE14,Family Package,40,2026-11-20,2028-05-01,Active
PROMO00446,HVNMUA74,Weekend Offer,15,2025-11-17,2028-05-11,Upcoming
PROMO00447,HVGXMX75,Family Package,20,2026-05-02,2028-02-01,Upcoming
PROMO00448,HVKHGL12,Family Package,25,2027-02-13,2028-01-27,Upcoming
PROMO00449,HVBYWV38,Festive Offer,30,2025-11-03,2028-05-24,Expired
PROMO00450,HVQVUE59,Weekend Offer,20,2025-03-03,2028-05-03,Upcoming
PROMO00451,HVRECN91,Summer Sale,40,2027-02-11,2027-08-11,Active
PROMO00452,HVLARN06,Family Package,40,2024-12-26,2027-11-16,Upcoming
PROMO00453,HVKROO44,Weekend Offer,20,2025-01-31,2028-05-05,Active
PROMO00454,HVOUBJ44,Corporate Deal,25,2025-01-05,2028-04-02,Upcoming
PROMO00455,HVHSFI78,Summer Sale,25,2026-03-24,2027-12-19,Expired
PROMO00456,HVSZZE21,Weekend Offer,25,2026-01-10,2027-08-20,Upcoming
PROMO00457,HVFWEP02,Weekend Offer,10,2027-02-24,2028-03-20,Expired
PROMO00458,HVOQVV88,Festive Offer,40,2026-12-31,2028-07-03,Upcoming
PROMO00459,HVUVLB14,Festive Offer,30,2025-03-26,2028-01-29,Expired
PROMO00460,HVCGXE27,Summer Sale,25,2025-04-15,2028-02-29,Upcoming
PROMO00461,HVBYSJ58,New Year Sale,5,2026-03-11,2027-08-13,Active
PROMO00462,HVNRUR14,Family Package,25,2027-01-12,2028-04-27,Active
PROMO00463,HVCRXV23,Festive Offer,40,2026-07-11,2027-12-20,Expired
PROMO00464,HVCJMN09,New Year Sale,25,2027-03-12,2027-08-18,Upcoming
PROMO00465,HVJMHA91,Family Package,20,2026-11-17,2028-06-19,Active
PROMO00466,HVTTZT20,Family Package,40,2025-11-06,2027-09-28,Upcoming
PROMO00467,HVQLWE67,Summer Sale,40,2025-02-24,2027-08-09,Upcoming
PROMO00468,HVMUQB85,Family Package,15,2024-09-04,2027-10-06,Upcoming
PROMO00469,HVRAAA79,Summer Sale,30,2025-08-30,2028-04-06,Expired
PROMO00470,HVRBEN91,Weekend Offer,5,2027-01-26,2027-11-17,Expired
PROMO00471,HVPBUP50,Festive Offer,30,2026-09-05,2027-09-04,Expired
PROMO00472,HVPKAL17,Family Package,5,2025-02-15,2027-11-12,Active
PROMO00473,HVPBTW86,Weekend Offer,10,2024-12-09,2027-12-13,Active
PROMO00474,HVOVMD61,Family Package,25,2025-04-21,2027-11-18,Expired
PROMO00475,HVUKLO59,Corporate Deal,20,2024-10-10,2028-02-15,Active
PROMO00476,HVRTYI15,Summer Sale,25,2027-01-30,2027-11-24,Upcoming
PROMO00477,HVNVQK58,Corporate Deal,40,2025-01-12,2028-06-28,Active
PROMO00478,HVASKQ34,Summer Sale,15,2026-11-14,2027-10-26,Expired
PROMO00479,HVMUPX54,New Year Sale,40,2025-03-16,2028-05-16,Upcoming
PROMO00480,HVNNTC98,Family Package,20,2027-05-24,2027-11-11,Upcoming
PROMO00481,HVUXUA93,Family Package,40,2025-01-11,2027-08-12,Expired
PROMO00482,HVAOSD50,Weekend Offer,25,2027-02-21,2028-04-04,Active
PROMO00483,HVXZSD35,Weekend Offer,20,2024-08-21,2027-12-23,Expired
PROMO00484,HVXIAU25,Weekend Offer,20,2026-01-25,2027-12-28,Expired
PROMO00485,HVIIPV39,Family Package,40,2026-07-11,2027-11-23,Active
PROMO00486,HVCSAE98,Summer Sale,15,2026-05-16,2028-06-10,Active
PROMO00487,HVYJMF30,Festive Offer,30,2027-01-23,2028-07-17,Expired
PROMO00488,HVJZGC16,Summer Sale,5,2027-02-24,2028-06-18,Active
PROMO00489,HVWNQF88,Festive Offer,40,2027-03-22,2028-05-19,Expired
PROMO00490,HVOOED69,Corporate Deal,30,2024-10-19,2028-03-16,Expired
PROMO00491,HVCXYY18,Festive Offer,10,2026-09-19,2028-06-18,Active
PROMO00492,HVFLTK68,Corporate Deal,10,2027-03-30,2027-09-22,Upcoming
PROMO00493,HVTWFL44,Festive Offer,40,2025-01-26,2027-11-27,Upcoming
PROMO00494,HVSQHL33,Corporate Deal,30,2026-10-01,2028-05-02,Upcoming
PROMO00495,HVWSQM42,Corporate Deal,10,2024-08-02,2028-04-08,Upcoming
PROMO00496,HVDHSJ28,Family Package,40,2026-03-27,2028-06-16,Expired
PROMO00497,HVUHZA77,Festive Offer,10,2025-12-25,2028-03-28,Active
PROMO00498,HVDIQM89,Corporate Deal,25,2026-08-29,2028-06-23,Upcoming
PROMO00499,HVXYWV90,Summer Sale,5,2027-07-17,2028-02-09,Active
PROMO00500,HVLFVZ94,Family Package,40,2026-12-01,2028-07-15,Active
