service_id,booking_id,hotel_id,employee_id,service_name,service_date,quantity,unit_price,total_price
SER000315,BOOK003381,HOT0036,EMP00540,Laundry,2025-10-17,1,500,500
SER000316,BOOK000468,HOT0132,EMP00512,Mini Bar,2025-07-23,2,1500,3000
SER000317,BOOK000973,HOT0094,EMP00607,Mini Bar,2026-03-16,3,2000,6000
SER000318,BOOK001144,HOT0017,EMP00086,Gym,2025-10-13,1,1000,1000
SER000319,BOOK002428,HOT0078,EMP00386,Breakfast,2026-03-02,4,250,1000
SER000320,BOOK000323,HOT0045,EMP00253,Spa,2025-03-20,3,750,2250
SER000321,BOOK004074,HOT0057,EMP00627,Swimming Pool,2025-12-01,2,250,500
SER000322,BOOK002367,HOT0042,EMP00280,Mini Bar,2026-01-10,4,250,1000
SER000323,BOOK004424,HOT0123,EMP00521,Dinner,2025-01-03,3,500,1500
SER000324,BOOK001827,HOT0150,EMP00234,Dinner,2024-09-17,2,1500,3000
SER000325,BOOK000200,HOT0167,EMP00014,Mini Bar,2025-09-15,3,1000,3000
SER000326,BOOK000459,HOT0124,EMP00692,Airport Pickup,2025-04-29,3,500,1500
SER000327,BOOK003636,HOT0168,EMP00022,Gym,2026-06-11,2,1000,2000
SER000328,BOOK001962,HOT0131,EMP00510,Spa,2025-01-10,1,250,250
SER000329,BOOK002913,HOT0099,EMP00296,Laundry,2026-03-09,3,2000,6000
SER000330,BOOK001680,HOT0236,EMP00653,Spa,2025-03-10,3,250,750
SER000331,BOOK003101,HOT0181,EMP00059,Spa,2026-05-05,4,1500,6000
SER000332,BOOK002542,HOT0202,EMP00258,Breakfast,2025-01-06,2,1000,2000
SER000333,BOOK001302,HOT0027,EMP00795,Laundry,2026-09-12,3,1000,3000
SER000334,BOOK004073,HOT0233,EMP00373,Mini Bar,2026-02-07,3,500,1500
SER000335,BOOK003368,HOT0110,EMP00265,Swimming Pool,2025-05-14,1,1000,1000
SER000336,BOOK001607,HOT0193,EMP00639,Gym,2025-03-21,2,250,500
SER000337,BOOK003181,HOT0060,EMP00166,Gym,2024-10-19,1,500,500
SER000338,BOOK002829,HOT0241,EMP00364,Dinner,2025-07-16,1,2000,2000
SER000339,BOOK001884,HOT0011,EMP00121,Spa,2026-07-29,1,500,500
SER000340,BOOK001205,HOT0208,EMP00246,Dinner,2025-01-04,1,2000,2000
SER000341,BOOK002167,HOT0132,EMP00217,Breakfast,2025-02-27,4,1000,4000
SER000342,BOOK000566,HOT0152,EMP00768,Gym,2024-09-06,1,500,500
SER000343,BOOK002208,HOT0057,EMP00452,Breakfast,2025-12-30,1,250,250
SER000344,BOOK000804,HOT0146,EMP00361,Breakfast,2024-08-23,2,2000,4000
SER000345,BOOK001336,HOT0190,EMP00209,Airport Pickup,2025-06-20,3,1000,3000
SER000346,BOOK001035,HOT0031,EMP00277,Airport Pickup,2025-07-20,1,1000,1000
SER000347,BOOK004077,HOT0245,,Lunch,2026-08-28,2,750,1500
SER000348,BOOK002257,HOT0173,EMP00792,Spa,2026-05-05,4,750,3000
SER000349,BOOK000129,HOT0238,EMP00149,Laundry,2025-09-20,2,2000,4000
SER000350,BOOK004009,HOT0180,EMP00613,Lunch,2025-04-22,4,500,2000
SER000351,BOOK003471,HOT0231,EMP00147,Laundry,2026-09-17,4,1500,6000
SER000352,BOOK000900,HOT0180,EMP00393,Dinner,2026-02-26,4,2000,8000
SER000353,BOOK000009,HOT0138,EMP00601,Airport Pickup,2024-09-01,1,2000,2000
SER000354,BOOK003819,HOT0201,EMP00583,Gym,2026-06-10,1,1000,1000
SER000355,BOOK000745,HOT0069,EMP00672,Lunch,2024-09-12,4,500,2000
SER000356,BOOK002686,HOT0123,EMP00113,Room Cleaning,2024-11-10,1,2000,2000
SER000357,BOOK004533,HOT0189,EMP00237,Gym,2025-06-08,2,250,500
SER000358,BOOK001270,HOT0185,EMP00761,Breakfast,2025-09-19,3,500,1500
SER000359,BOOK000124,HOT0160,EMP00323,Mini Bar,2026-01-22,2,1500,3000
SER000360,BOOK001886,HOT0023,EMP00264,Lunch,2025-06-03,3,750,2250
SER000361,BOOK001169,HOT0079,EMP00048,Breakfast,2025-05-22,4,2000,8000
SER000362,BOOK003446,HOT0096,EMP00781,Mini Bar,2026-01-28,3,2000,6000
SER000363,BOOK003742,HOT0229,EMP00286,Dinner,2024-08-12,1,500,500
SER000364,BOOK000546,HOT0021,EMP00305,Dinner,2024-10-31,1,1000,1000
SER000365,BOOK000726,HOT0134,EMP00182,Swimming Pool,2025-03-16,3,500,1500
SER000366,BOOK004356,HOT0163,EMP00244,Mini Bar,2026-04-22,1,1000,1000
SER000367,BOOK002233,HOT0088,EMP00289,Breakfast,2025-08-18,1,2000,2000
SER000368,BOOK002926,HOT0196,EMP00428,Airport Pickup,2025-07-05,3,1500,4500
SER000369,BOOK003461,HOT0088,EMP00378,Room Cleaning,2025-10-10,2,1500,3000
SER000370,BOOK001864,HOT0235,EMP00335,Spa,2025-07-20,3,250,750
SER000371,BOOK004246,HOT0123,EMP00117,Laundry,2025-04-19,1,1000,1000
SER000372,BOOK002414,HOT0159,EMP00033,Gym,2026-05-21,1,1000,1000
SER000373,BOOK003927,HOT0063,EMP00738,Dinner,2025-05-12,2,1000,2000
SER000374,BOOK000410,HOT0060,EMP00313,Mini Bar,2025-06-23,3,750,2250
SER000375,BOOK004292,HOT0210,EMP00670,Lunch,2025-10-01,1,1000,1000
SER000376,BOOK002303,HOT0250,EMP00723,Gym,2025-11-15,3,250,750
SER000377,BOOK004105,HOT0247,EMP00544,Swimming Pool,2025-04-02,2,250,500
SER000378,BOOK004022,HOT0166,EMP00627,Spa,2025-07-15,1,250,250
SER000379,BOOK002612,HOT0036,EMP00450,Dinner,2025-05-09,2,750,1500
SER000380,BOOK000741,HOT0223,EMP00325,Swimming Pool,2025-03-26,4,1500,6000
SER000381,BOOK000972,HOT0048,EMP00265,Spa,2025-06-02,4,750,3000
SER000382,BOOK003949,HOT0044,EMP00268,Airport Pickup,2026-04-27,1,500,500
SER000383,BOOK002489,HOT0064,EMP00318,Room Cleaning,2026-03-16,4,1000,4000
SER000384,BOOK000958,HOT0221,EMP00640,Swimming Pool,2026-06-04,4,250,1000
SER000385,BOOK002217,HOT0024,EMP00685,Lunch,2024-09-18,2,500,1000
SER000386,BOOK002399,HOT0142,EMP00468,Airport Pickup,2025-08-08,4,1500,6000
SER000387,BOOK000018,HOT0083,EMP00086,Dinner,2026-07-03,2,2000,4000
SER000388,BOOK002496,HOT0112,EMP00298,Gym,2026-06-30,2,750,1500
SER000389,BOOK000211,HOT0241,EMP00402,Airport Pickup,2024-10-18,3,1000,3000
SER000390,BOOK002709,HOT0194,EMP00478,Airport Pickup,2025-02-25,2,250,500
SER000391,BOOK003260,HOT0196,EMP00687,Spa,2026-01-31,2,500,1000
SER000392,BOOK001882,HOT0014,EMP00047,Breakfast,2026-08-01,3,750,2250
SER000393,BOOK002585,HOT0189,EMP00024,Gym,2025-09-27,3,750,2250
SER000394,BOOK004888,HOT0033,EMP00423,Dinner,2025-02-03,3,250,750
SER000395,BOOK004086,HOT0077,EMP00718,Lunch,2025-10-12,1,750,750
SER000396,BOOK000429,HOT0221,EMP00578,Spa,2025-06-27,3,250,750
SER000397,BOOK000426,HOT0181,EMP00333,Room Cleaning,2025-04-15,2,1000,2000
SER000398,BOOK002746,HOT0113,EMP00505,Gym,2026-04-24,2,1000,2000
SER000399,BOOK001988,HOT0149,EMP00363,Airport Pickup,2026-01-11,4,1500,6000
SER000400,BOOK002174,HOT0053,EMP00517,Swimming Pool,2026-06-15,3,750,2250
SER000401,BOOK000830,HOT0157,EMP00676,Mini Bar,2026-03-30,2,500,1000
SER000402,BOOK004399,HOT0121,EMP00607,Room Cleaning,2025-12-16,1,750,750
SER000403,BOOK000251,HOT0087,EMP00422,Spa,2025-10-31,2,1000,2000
SER000404,BOOK000616,HOT0160,EMP00799,Spa,2026-04-07,4,250,1000
SER000405,BOOK003018,HOT0069,EMP00735,Lunch,2025-11-29,2,1000,2000
SER000406,BOOK002637,HOT0029,EMP00672,Mini Bar,2024-11-11,3,500,1500
SER000407,BOOK001459,HOT0075,EMP00418,Dinner,2025-03-20,1,1500,1500
SER000408,BOOK002199,HOT0214,EMP00631,Airport Pickup,2025-08-26,4,1000,4000
SER000409,BOOK001267,HOT0165,EMP00412,Lunch,2025-05-13,2,250,500
SER000410,BOOK003044,HOT0219,EMP00250,Spa,2025-05-30,3,250,750
SER000411,BOOK002242,HOT0024,EMP00426,Gym,2026-04-16,1,750,750
SER000412,BOOK003598,HOT0043,EMP00305,Dinner,2025-04-03,3,500,1500
SER000413,BOOK001248,HOT0043,EMP00201,Lunch,2025-06-05,1,1000,1000
SER000414,BOOK001869,HOT0160,EMP00327,Mini Bar,2025-12-04,3,750,2250
SER000415,BOOK000061,HOT0037,EMP00687,Mini Bar,2025-06-17,3,2000,6000
SER000416,BOOK000070,HOT0151,EMP00264,Breakfast,2025-04-30,2,1500,3000
SER000417,BOOK002153,HOT0093,EMP00111,Dinner,2024-09-23,4,1500,6000
SER000418,BOOK004345,HOT0078,EMP00046,Spa,2025-08-23,2,750,1500
SER000419,BOOK000853,HOT0228,EMP00718,Airport Pickup,2026-09-17,1,1000,1000
SER000420,BOOK001480,HOT0191,EMP00585,Laundry,2025-01-02,2,1000,2000
SER000421,BOOK004820,HOT0068,EMP00212,Breakfast,2025-08-25,2,1000,2000
SER000422,BOOK002370,HOT0221,EMP00558,Room Cleaning,2026-05-30,2,250,500
SER000423,BOOK004551,HOT0198,EMP00042,Lunch,2025-03-15,4,750,3000
SER000424,BOOK001310,HOT0105,EMP00741,Gym,2024-12-30,3,2000,6000
SER000425,BOOK001073,HOT0066,EMP00477,Airport Pickup,2026-09-07,4,750,3000
SER000426,BOOK003418,HOT0104,EMP00773,Dinner,2026-04-30,1,250,250
SER000427,BOOK001826,HOT0157,EMP00432,Swimming Pool,2024-11-06,3,750,2250
SER000428,BOOK000920,HOT0183,EMP00360,Breakfast,2025-11-18,2,500,1000
SER000429,BOOK004729,HOT0012,EMP00146,Dinner,2024-12-27,4,500,2000
SER000430,BOOK000580,HOT0031,EMP00493,Dinner,2025-07-26,4,250,1000
SER000431,BOOK000723,HOT0245,EMP00487,Gym,2025-09-21,2,1000,2000
SER000432,BOOK003498,HOT0179,EMP00696,Gym,2025-12-27,4,1500,6000
SER000433,BOOK000529,HOT0109,EMP00441,Mini Bar,2024-10-08,4,1000,4000
SER000434,BOOK001471,HOT0116,EMP00237,Swimming Pool,2025-07-04,2,2000,4000
SER000435,BOOK001022,HOT0063,EMP00392,Room Cleaning,2025-12-29,2,750,1500
SER000436,BOOK001039,HOT0213,EMP00737,Swimming Pool,2024-11-26,4,1000,4000
SER000437,BOOK003618,HOT0095,EMP00522,Gym,2026-03-11,3,2000,6000
SER000438,BOOK001454,HOT0183,EMP00564,Laundry,2025-10-04,2,1500,3000
SER000439,BOOK002259,HOT0218,EMP00023,Mini Bar,2024-11-16,1,500,500
SER000440,BOOK002968,HOT0156,EMP00001,Gym,2024-10-14,2,1500,3000
SER000441,BOOK004459,HOT0224,EMP00366,Mini Bar,2026-05-11,1,2000,2000
SER000442,BOOK002982,HOT0033,EMP00252,Swimming Pool,2025-06-06,2,2000,4000
SER000443,BOOK002386,HOT0240,EMP00196,Spa,2026-08-26,3,1000,3000
SER000444,BOOK002244,HOT0087,EMP00159,Mini Bar,2025-02-23,1,250,250
SER000445,BOOK003955,HOT0148,EMP00581,Laundry,2026-08-06,4,500,2000
SER000446,BOOK002574,HOT0096,EMP00025,Lunch,2025-10-22,2,750,1500
SER000447,BOOK004432,HOT0034,EMP00552,Dinner,2026-09-06,3,2000,6000
SER000448,BOOK002341,HOT0173,EMP00237,Airport Pickup,2025-06-17,2,750,1500
SER000449,BOOK003080,HOT0248,EMP00393,Airport Pickup,2026-04-22,3,500,1500
SER000450,BOOK001637,HOT0009,EMP00424,Gym,2026-08-08,1,1000,1000
SER000451,BOOK002823,HOT0231,EMP00204,Mini Bar,2025-06-28,1,1500,1500
SER000452,BOOK001026,HOT0025,EMP00551,Mini Bar,2025-04-24,1,500,500
SER000453,BOOK003285,HOT0136,EMP00126,Laundry,2025-06-24,3,250,750
SER000454,BOOK002193,HOT0077,EMP00317,Swimming Pool,2026-03-25,3,1000,3000
SER000455,BOOK002896,HOT0108,EMP00509,Airport Pickup,2025-04-13,1,500,500
SER000456,BOOK004542,HOT0203,EMP00737,Swimming Pool,2025-05-20,1,500,500
SER000457,BOOK003475,HOT0063,EMP00330,Airport Pickup,2025-09-15,4,1000,4000
SER000458,BOOK004309,HOT0244,EMP00385,Lunch,2025-10-04,4,1000,4000
SER000459,BOOK004156,HOT0138,EMP00018,Airport Pickup,2025-05-12,2,1500,3000
SER000460,BOOK003729,HOT0236,EMP00676,Spa,2026-02-25,2,1500,3000
SER000461,BOOK003271,HOT0250,EMP00216,Airport Pickup,2025-09-27,4,1500,6000
SER000462,BOOK000436,HOT0018,EMP00397,Lunch,2025-10-01,1,2000,2000
SER000463,BOOK004880,HOT0072,EMP00023,Room Cleaning,2026-08-18,4,250,1492
SER000464,BOOK001611,HOT0019,EMP00241,Spa,2025-09-17,2,500,1000
SER000465,BOOK004390,HOT0074,EMP00403,Lunch,2026-01-02,3,750,2250
SER000466,BOOK002183,HOT0152,EMP00525,Lunch,2024-09-01,3,750,2250
SER000467,BOOK001153,HOT0116,EMP00270,Dinner,2025-05-25,3,750,2250
SER000468,BOOK003089,HOT0050,EMP00509,Swimming Pool,2024-09-22,3,250,750
SER000469,BOOK004543,HOT0040,EMP00474,Lunch,2025-12-19,3,500,1500
SER000470,BOOK001496,HOT0133,EMP00066,Mini Bar,2024-10-20,3,500,1500
SER000471,BOOK003831,HOT0019,EMP00348,Room Cleaning,2026-04-22,3,1000,3000
SER000472,BOOK002509,HOT0066,EMP00451,Airport Pickup,2026-07-28,1,750,750
SER000473,BOOK002120,HOT0160,EMP00553,Laundry,2025-03-01,3,500,1500
SER000474,BOOK004855,HOT0004,EMP00541,Laundry,2025-08-15,4,2000,8000
SER000475,BOOK003856,HOT0123,EMP00579,Lunch,2024-11-25,3,1000,3000
SER000476,BOOK002461,HOT0216,EMP00401,Dinner,2025-07-09,2,500,1000
SER000477,BOOK000735,HOT0085,EMP00215,Spa,2025-10-11,3,1000,3000
SER000478,BOOK001257,HOT0163,EMP00633,Mini Bar,2024-10-10,1,1500,1500
SER000479,BOOK004562,HOT0090,EMP00076,Swimming Pool,2026-01-16,2,500,1000
SER000480,BOOK000390,HOT0157,EMP00360,Airport Pickup,2025-04-05,2,2000,4000
SER000481,BOOK002621,HOT0021,EMP00607,Dinner,2026-08-15,3,1000,3000
SER000482,BOOK003220,HOT0025,EMP00502,Gym,2025-01-04,4,2000,8000
SER000483,BOOK003524,HOT0050,EMP00481,Breakfast,2025-01-18,4,1000,4000
SER000484,BOOK000942,HOT0054,EMP00677,Lunch,2026-04-11,3,1000,3000
SER000485,BOOK002317,HOT0085,EMP00754,Airport Pickup,2025-01-06,4,250,1000
SER000486,BOOK000658,HOT0212,EMP00466,Dinner,2025-06-03,2,1500,3000
SER000487,BOOK004885,HOT0048,EMP00535,Laundry,2024-10-09,4,1000,4000
SER000488,BOOK000611,HOT0247,EMP00697,Breakfast,2025-09-21,2,250,500
SER000489,BOOK000335,HOT0034,EMP00283,Dinner,2026-05-23,1,250,250
SER000490,BOOK003601,HOT0162,EMP00343,Swimming Pool,2025-04-24,2,2000,4000
SER000491,BOOK001543,HOT0112,EMP00745,Spa,2026-07-22,2,500,1000
SER000492,BOOK002726,HOT0161,EMP00199,Breakfast,2026-02-05,3,1000,3000
SER000493,BOOK000716,HOT0218,EMP00440,Breakfast,2025-06-03,3,250,750
SER000494,BOOK004759,HOT0083,EMP00699,Gym,2025-08-04,3,500,1500
SER000495,BOOK003506,HOT0030,EMP00183,Gym,2025-08-26,3,500,1500
SER000496,BOOK001887,HOT0155,EMP00646,Gym,2025-08-04,3,750,2250
SER000497,BOOK004371,HOT0092,EMP00555,Breakfast,2025-02-18,1,1000,1000
SER000498,BOOK000862,HOT0099,EMP00282,Swimming Pool,2026-06-27,2,1000,2000
SER000499,BOOK004685,HOT0069,EMP00602,Room Cleaning,2026-02-22,3,1500,4500
SER000500,BOOK002719,HOT0101,EMP00140,Swimming Pool,2025-09-01,4,250,1000
SER000501,BOOK003752,HOT0092,EMP00232,Gym,2024-11-27,1,250,250
SER000502,BOOK002904,HOT0031,EMP00784,Airport Pickup,2025-10-27,1,1000,1000
SER000503,BOOK000286,HOT0047,EMP00201,Breakfast,2026-05-16,3,1000,3000
SER000504,BOOK000051,HOT0092,EMP00104,Mini Bar,2026-02-07,1,1500,1500
SER000505,BOOK003267,HOT0236,EMP00196,Spa,2025-01-10,1,2000,2000
SER000506,BOOK000665,HOT0243,EMP00508,Laundry,2025-02-20,3,250,750
SER000507,BOOK000739,HOT0166,EMP00090,Swimming Pool,2026-01-06,4,1500,6000
SER000508,BOOK003732,HOT0177,EMP00220,Spa,2025-03-11,2,750,1500
SER000509,BOOK004262,HOT0143,EMP00026,Room Cleaning,2025-11-22,4,2000,8000
SER000510,BOOK002597,HOT0108,EMP00717,Mini Bar,2026-07-12,3,2000,6000
SER000511,BOOK004721,HOT0216,EMP00716,Room Cleaning,2026-06-01,2,250,500
SER000512,BOOK004418,HOT0202,EMP00429,Spa,2025-08-26,2,500,1000
SER000513,BOOK001220,HOT0148,EMP00102,Mini Bar,2026-05-11,2,750,1500
SER000514,BOOK000045,HOT0229,EMP00072,Lunch,2025-09-25,3,500,1500
SER000515,BOOK000071,HOT0058,EMP00405,Dinner,2025-09-19,1,250,250
SER000516,BOOK003150,HOT0158,EMP00443,Room Cleaning,2025-07-22,1,500,500
SER000517,BOOK001990,HOT0217,EMP00327,Mini Bar,2025-02-08,3,250,750
SER000518,BOOK001411,HOT0242,EMP00565,Breakfast,2025-12-07,3,1000,3000
SER000519,BOOK000220,HOT0235,EMP00195,Spa,2025-07-16,2,500,1000
SER000520,BOOK000953,HOT0177,EMP00345,Mini Bar,2025-04-05,4,500,2000
SER000521,BOOK001483,HOT0151,EMP00249,Swimming Pool,2025-05-14,3,500,1500
SER000522,BOOK000757,HOT0136,EMP00061,Gym,2025-01-17,1,2000,2000
SER000523,BOOK000644,HOT0143,EMP00252,Lunch,2025-10-18,1,2000,2000
SER000524,BOOK001132,HOT0191,EMP00010,Mini Bar,2025-05-07,4,750,3000
SER000525,BOOK004679,HOT0186,EMP00054,Spa,2025-04-16,1,500,500
SER000526,BOOK000097,HOT0026,EMP00111,Spa,2025-06-19,1,1000,1000
SER000527,BOOK001334,HOT0105,EMP00280,Breakfast,2026-02-05,2,750,1500
SER000528,BOOK001330,HOT0128,EMP00143,Dinner,2024-12-02,1,2000,2000
SER000529,BOOK004428,HOT0233,EMP00095,Mini Bar,2026-03-20,3,1000,3000
SER000530,BOOK004672,HOT0180,EMP00488,Laundry,2024-11-30,1,2000,2000
SER000531,BOOK003393,HOT0146,EMP00457,Gym,2026-01-07,4,750,3000
SER000532,BOOK003937,HOT0184,EMP00423,Mini Bar,2026-05-07,2,1000,2000
SER000533,BOOK001284,HOT0029,EMP00731,Lunch,2025-04-13,2,250,500
SER000534,BOOK003138,HOT0196,EMP00270,Spa,2025-01-26,4,500,2000
SER000535,BOOK000771,HOT0219,EMP00607,Gym,2025-02-05,4,1000,4000
SER000536,BOOK001701,HOT0183,EMP00360,Lunch,2026-05-14,1,250,250
SER000537,BOOK002232,HOT0098,EMP00098,Spa,2024-12-19,3,250,750
SER000538,BOOK001694,HOT0033,EMP00514,Dinner,2025-10-19,1,1000,1000
SER000539,BOOK001121,HOT0144,EMP00320,Spa,2025-01-12,1,1000,1000
SER000540,BOOK003259,HOT0184,EMP00002,Laundry,2025-03-12,2,250,500
SER000541,BOOK004126,HOT0203,EMP00741,Dinner,2025-03-22,2,500,1000
SER000542,BOOK003362,HOT0039,EMP00210,Airport Pickup,2025-09-28,4,2000,8000
SER000543,BOOK003793,HOT0147,EMP00515,Laundry,2024-09-20,4,500,2000
SER000544,BOOK004167,HOT0151,EMP00149,Mini Bar,2024-10-20,1,750,750
SER000545,BOOK000012,HOT0174,EMP00400,Dinner,2024-11-06,2,2000,4000
SER000546,BOOK003632,HOT0225,EMP00659,Swimming Pool,2025-08-26,3,250,750
SER000547,BOOK004564,HOT0074,EMP00070,Laundry,2026-03-27,2,750,1500
SER000548,BOOK001901,HOT0018,EMP00721,Laundry,2026-03-21,1,1000,1000
SER000549,BOOK003047,HOT0117,EMP00421,Laundry,2024-09-13,2,750,1500
SER000550,BOOK002767,HOT0217,EMP00712,Dinner,2026-08-10,2,500,1000
SER000551,BOOK002730,HOT0023,EMP00219,Dinner,2026-02-07,1,500,500
SER000552,BOOK004666,HOT0163,EMP00491,Spa,2025-04-30,2,1500,3000
SER000553,BOOK001232,HOT0010,EMP00260,Airport Pickup,2025-10-29,1,1000,1000
SER000554,BOOK004100,HOT0157,EMP00459,Gym,2026-06-02,3,500,1500
SER000555,BOOK003812,HOT0072,EMP00052,Airport Pickup,2024-09-25,2,1000,2000
SER000556,BOOK000625,HOT0138,EMP00540,Airport Pickup,2026-06-19,3,500,1500
SER000557,BOOK000329,HOT0178,EMP00799,Lunch,2025-02-02,1,750,750
SER000558,BOOK004800,HOT0151,EMP00189,Breakfast,2026-05-06,1,500,500
SER000559,BOOK003036,HOT0209,EMP00705,Gym,2025-08-08,3,250,750
SER000560,BOOK004677,HOT0071,EMP00349,Spa,2025-01-24,2,250,500
SER000561,BOOK004335,HOT0042,EMP00770,Dinner,2024-09-17,2,250,500
SER000562,BOOK004202,HOT0012,EMP00461,Dinner,2025-04-06,3,1000,3000
SER000563,BOOK003068,HOT0038,EMP00534,Gym,2025-11-25,1,1500,1500
SER000564,BOOK004857,HOT0123,EMP00620,Mini Bar,2024-11-07,3,250,750
SER000565,BOOK004625,HOT0068,EMP00344,Swimming Pool,2026-03-15,2,750,1500
SER000566,BOOK002096,HOT0204,EMP00694,Lunch,2026-07-19,3,250,750
SER000567,BOOK002898,HOT0069,EMP00509,Swimming Pool,2024-10-22,2,500,1000
SER000568,BOOK001149,HOT0197,EMP00024,Swimming Pool,2025-11-11,2,500,1000
SER000569,BOOK003130,HOT0115,EMP00522,Airport Pickup,2024-12-04,4,500,2000
SER000570,BOOK004889,HOT0040,EMP00538,Dinner,2025-08-13,1,2000,2000
SER000571,BOOK002970,HOT0043,EMP00757,Lunch,2025-12-15,4,750,3000
SER000572,BOOK003548,HOT0175,EMP00155,Room Cleaning,2026-03-21,4,1500,6000
SER000573,BOOK001977,HOT0091,EMP00288,Dinner,2026-04-17,3,1500,4500
SER000574,BOOK002560,HOT0130,EMP00352,Lunch,2025-02-23,1,750,750
SER000575,BOOK004045,HOT0244,EMP00498,Spa,2025-04-09,3,500,1500
SER000576,BOOK001830,HOT0114,EMP00548,Lunch,2026-06-03,3,1500,4500
SER000577,BOOK002584,HOT0184,EMP00282,Mini Bar,2025-07-31,1,1500,1500
SER000578,BOOK003996,HOT0163,EMP00784,Laundry,2024-12-12,3,1500,4500
SER000579,BOOK000351,HOT0103,EMP00351,Gym,2025-01-15,4,250,1000
SER000580,BOOK002834,HOT0110,EMP00583,Room Cleaning,2026-03-07,3,2000,6000
SER000581,BOOK000466,HOT0068,EMP00370,Gym,2024-09-24,2,1000,2000
SER000582,BOOK000999,HOT0009,EMP00748,Spa,2026-01-19,-1,750,750
SER000583,BOOK003029,HOT0142,EMP00675,Swimming Pool,2026-05-10,2,250,500
SER000584,BOOK002435,HOT0220,EMP00439,Breakfast,2025-04-12,3,1000,3000
SER000585,BOOK004307,HOT0060,EMP00001,Room Cleaning,2026-01-17,3,1000,3000
SER000586,BOOK001880,HOT0222,EMP00685,Room Cleaning,2025-07-06,2,250,500
SER000587,BOOK002956,HOT0099,EMP00514,Swimming Pool,2025-08-22,1,750,750
SER000588,BOOK003591,HOT0027,EMP00347,Spa,2024-12-13,3,250,750
SER000589,BOOK003197,HOT0168,EMP00568,Gym,2025-09-20,3,500,1500
SER000590,BOOK004122,HOT0051,EMP00183,Spa,2026-03-11,2,250,500
SER000591,BOOK000285,HOT0184,EMP00732,Dinner,2024-10-17,1,1500,1500
SER000592,BOOK003251,HOT0161,EMP00212,Swimming Pool,2024-10-19,2,2000,4000
SER000593,BOOK004259,HOT0226,EMP00265,Breakfast,2026-04-03,1,2000,2000
SER000594,BOOK004572,HOT0112,EMP00390,Swimming Pool,2024-12-28,2,2000,4000
SER000595,BOOK001746,HOT0179,EMP00235,Lunch,2025-02-08,3,1500,4500
SER000596,BOOK004752,HOT0106,EMP00675,Spa,2025-05-26,4,750,3000
SER000597,BOOK002672,HOT0248,EMP00165,Breakfast,2025-09-29,2,1000,2000
SER000598,BOOK002429,HOT0046,EMP00179,Lunch,2025-07-04,1,500,500
SER000599,BOOK001438,HOT0130,EMP00045,Laundry,2025-10-12,3,250,750
SER000600,BOOK001100,HOT0056,EMP00642,Swimming Pool,2025-12-07,2,1000,2000
SER000601,BOOK000156,HOT0153,EMP00450,Laundry,2024-09-08,2,1000,2000
SER000602,BOOK003495,HOT0014,EMP00543,Lunch,2025-07-29,1,2000,2000
SER000603,BOOK004081,HOT0129,EMP00737,Spa,2026-03-08,1,1000,1000
SER000604,BOOK004367,HOT0070,EMP00520,Breakfast,2024-12-27,2,2000,4000
SER000605,BOOK001681,HOT0003,EMP00674,Mini Bar,2026-08-08,3,750,2250
SER000606,BOOK004945,HOT0136,EMP00284,Breakfast,2024-10-20,2,250,500
SER000607,BOOK001757,HOT0024,EMP00367,Lunch,2025-06-23,3,750,2250
SER000608,BOOK002229,HOT0027,EMP00580,Spa,2025-07-28,4,500,2000
SER000609,BOOK002197,HOT0244,EMP00574,Gym,2025-10-30,3,2000,6000
SER000610,BOOK004619,HOT0162,EMP00461,Gym,2025-09-29,3,1500,4500
SER000611,BOOK003564,HOT0203,EMP00422,Room Cleaning,2024-10-15,1,750,750
SER000612,BOOK003252,HOT0161,EMP00664,Laundry,2025-07-09,1,1000,1000
SER000613,BOOK000544,HOT0186,EMP00296,Laundry,2025-09-12,2,1500,3000
SER000614,BOOK000016,HOT0231,EMP00557,Airport Pickup,2025-10-02,2,250,500
SER000615,BOOK000131,HOT0107,EMP00255,Spa,2026-01-15,4,500,2000
SER000616,BOOK002095,HOT0189,EMP00723,Laundry,2026-04-27,4,1000,4000
SER000617,BOOK003969,HOT0235,EMP00484,Room Cleaning,2025-11-29,2,1500,3000
SER000618,BOOK002847,HOT0065,EMP00161,Room Cleaning,2026-02-28,1,1000,1000
SER000619,BOOK004002,HOT0245,EMP00491,Lunch,2025-02-08,4,750,3000
SER000620,BOOK003494,HOT0183,EMP00790,Dinner,2026-08-09,2,1500,3000
SER000621,BOOK003590,HOT0114,EMP00782,Lunch,2025-09-21,3,1500,4500
SER000622,BOOK003977,HOT0082,EMP00088,Room Cleaning,2025-12-30,2,1000,2000
SER000623,BOOK004892,HOT0136,EMP00798,Lunch,2025-11-23,4,500,2000
SER000624,BOOK003837,HOT0241,EMP00556,Breakfast,2026-07-24,3,250,750
SER000625,BOOK002936,HOT0185,EMP00537,Swimming Pool,2026-01-07,4,500,2000
SER000626,BOOK000400,HOT0183,EMP00197,Swimming Pool,2025-12-16,3,250,750
SER000627,BOOK000642,HOT0143,EMP00278,Laundry,2024-11-03,2,2000,4000
SER000628,BOOK003316,HOT0141,EMP00683,Lunch,2024-12-22,2,500,1000
SER000629,BOOK001672,HOT0240,EMP00148,Dinner,2026-04-04,1,500,500
SER000630,BOOK004550,HOT0167,EMP00731,Room Cleaning,2025-04-14,2,1000,2000
