review_id,booking_id,customer_id,hotel_id,rating,review_title,review_text,review_date,sentiment
REV000477,BOOK002099,CUST001120,HOT0173,2,Value for Money,Staff were friendly and helpful.,2026-03-20,Negative
REV000478,BOOK003621,CUST000539,HOT0234,4,Amazing Hospitality,Overall satisfied with the stay.,2025-03-24,Positive
REV000479,BOOK000374,CUST004695,HOT0183,4,Highly Recommended,Check-in process was smooth.,2026-01-23,Positive
REV000480,BOOK004589,CUST004608,HOT0247,1,Very Good,Staff were friendly and helpful.,2024-10-29,Negative
REV000481,BOOK002674,CUST003405,HOT0025,2,Highly Recommended,Bathroom needs improvement.,2025-06-26,Negative
REV000482,BOOK000838,CUST004593,HOT0088,1,Very Good,Room was clean and comfortable.,2025-05-02,Negative
REV000483,BOOK004023,CUST003102,HOT0159,2,Highly Recommended,Room was clean and comfortable.,2024-11-20,Negative
REV000484,BOOK002292,CUST004675,HOT0128,2,Amazing Hospitality,Staff were friendly and helpful.,2026-08-25,Negative
REV000485,BOOK001888,CUST004332,HOT0227,4,Amazing Hospitality,Great location and ambience.,2024-11-08,Positive
REV000486,BOOK002489,CUST002694,HOT0064,2,Value for Money,Food quality was excellent.,2026-03-20,Negative
REV000487,BOOK002936,CUST000657,HOT0185,2,Value for Money,Check-in process was smooth.,2026-01-20,Negative
REV000488,BOOK001739,CUST000139,HOT0061,4,Value for Money,Will definitely visit again.,2026-05-10,Positive
REV000489,BOOK004656,CUST003862,HOT0154,2,Needs Improvement,Will definitely visit again.,2025-03-26,Negative
REV000490,BOOK004417,CUST004933,HOT0178,5,Very Good,Will definitely visit again.,2026-01-03,Positive
REV000491,BOOK000877,CUST001700,HOT0153,5,Needs Improvement,Staff were friendly and helpful.,2024-10-03,Positive
REV000492,BOOK001916,CUST004521,HOT0146,1,Needs Improvement,Food quality was excellent.,2026-05-01,Negative
REV000493,BOOK000090,CUST000635,HOT0098,5,Very Good,Bathroom needs improvement.,2026-05-13,Positive
REV000494,BOOK000561,CUST002166,HOT0125,2,Average Experience,Check-in process was smooth.,2025-01-09,Negative
REV000495,BOOK004031,CUST002948,HOT0184,5,Average Experience,Staff were friendly and helpful.,2025-10-16,Positive
REV000496,BOOK003879,CUST000841,HOT0215,4,Needs Improvement,Food quality was excellent.,2025-10-03,Positive
REV000497,BOOK001651,CUST002052,HOT0123,3,Value for Money,Overall satisfied with the stay.,2025-01-24,Neutral
REV000498,BOOK004049,CUST004360,HOT0050,2,Amazing Hospitality,Staff were friendly and helpful.,2025-01-08,Negative
REV000499,BOOK001114,CUST001897,HOT0165,2,Value for Money,Overall satisfied with the stay.,2025-05-02,Negative
REV000500,BOOK001380,CUST003695,HOT0218,4,Value for Money,Will definitely visit again.,2025-06-17,Positive
REV000501,BOOK002380,CUST001175,HOT0076,2,Amazing Hospitality,Food quality was excellent.,2025-09-25,Negative
REV000502,BOOK002400,CUST002917,HOT0025,1,Needs Improvement,Check-in process was smooth.,2025-11-21,Negative
REV000503,BOOK004666,CUST003664,HOT0163,4,Average Experience,Great location and ambience.,2025-05-05,Positive
REV000504,BOOK000370,CUST004449,HOT0015,1,Average Experience,Staff were friendly and helpful.,2024-10-29,Negative
REV000505,BOOK003302,CUST001409,HOT0149,1,Amazing Hospitality,Bathroom needs improvement.,2026-06-15,Negative
REV000506,BOOK002505,CUST002561,HOT0239,5,Average Experience,Bathroom needs improvement.,2025-03-01,Positive
REV000507,BOOK004123,CUST001886,HOT0202,2,Highly Recommended,Food quality was excellent.,2026-06-03,Negative
REV000508,BOOK001933,CUST002097,HOT0057,2,Amazing Hospitality,Will definitely visit again.,2024-12-14,Negative
REV000509,BOOK004091,CUST002882,HOT0070,2,Highly Recommended,Staff were friendly and helpful.,2026-06-14,Negative
REV000510,BOOK003409,CUST003727,HOT0159,4,Very Good,Will definitely visit again.,2024-10-01,Positive
REV000511,BOOK001531,CUST004581,HOT0199,5,Needs Improvement,Staff were friendly and helpful.,2025-07-05,Positive
REV000512,BOOK004803,CUST001464,HOT0203,3,Very Good,Bathroom needs improvement.,2025-02-09,Neutral
REV000513,BOOK003112,CUST001508,HOT0130,4,Needs Improvement,Bathroom needs improvement.,2025-04-10,Positive
REV000514,BOOK000246,CUST001616,HOT0137,1,Value for Money,Food quality was excellent.,2026-08-19,Negative
REV000515,BOOK000741,CUST001025,HOT0223,2,Value for Money,Food quality was excellent.,2025-04-08,Negative
REV000516,BOOK002622,CUST002882,HOT0101,5,Highly Recommended,Will definitely visit again.,2026-08-12,Positive
REV000517,BOOK002146,CUST001671,HOT0182,2,Value for Money,Staff were friendly and helpful.,2025-04-15,Negative
REV000518,BOOK000730,CUST004971,HOT0091,3,Needs Improvement,Will definitely visit again.,2026-05-19,Neutral
REV000519,BOOK004411,CUST002903,HOT0027,4,Highly Recommended,Staff were friendly and helpful.,2026-03-04,Positive
REV000520,BOOK004843,CUST000868,HOT0126,2,Poor Service,Room was clean and comfortable.,2024-12-31,Negative
REV000521,BOOK004547,CUST002527,HOT0017,4,Excellent Stay,Overall satisfied with the stay.,2025-12-26,Positive
REV000522,BOOK002822,CUST002200,HOT0158,4,Needs Improvement,Food quality was excellent.,2025-12-13,Positive
REV000523,BOOK000892,CUST004035,HOT0202,1,Value for Money,Will definitely visit again.,2025-04-25,Negative
REV000524,BOOK004285,CUST004860,HOT0193,1,Average Experience,Room was clean and comfortable.,2025-11-12,Negative
REV000525,BOOK000302,CUST004794,HOT0187,5,Highly Recommended,Overall satisfied with the stay.,2024-10-09,Positive
REV000526,BOOK000884,CUST001282,HOT0072,4,Excellent Stay,Overall satisfied with the stay.,2025-01-18,Positive
REV000527,BOOK000149,CUST001786,HOT0050,2,Amazing Hospitality,Check-in process was smooth.,2025-11-06,Negative
REV000528,BOOK000066,CUST000043,HOT0059,5,Value for Money,Check-in process was smooth.,2025-10-23,Positive
REV000529,BOOK000885,CUST002478,HOT0183,5,Average Experience,Staff were friendly and helpful.,2026-02-06,Positive
REV000530,BOOK003247,CUST000861,HOT0187,1,Average Experience,Food quality was excellent.,2026-04-05,Negative
REV000531,BOOK003459,CUST000133,HOT0097,5,Highly Recommended,Great location and ambience.,2025-07-16,Positive
REV000532,BOOK003055,CUST003113,HOT0095,2,Needs Improvement,Will definitely visit again.,2025-06-18,Negative
REV000533,BOOK000827,CUST000743,HOT0223,3,Poor Service,Will definitely visit again.,2025-11-24,Neutral
REV000534,BOOK004428,CUST003676,HOT0233,1,Needs Improvement,Great location and ambience.,2026-04-02,Negative
REV000535,BOOK001872,CUST003454,HOT0145,3,Value for Money,Check-in process was smooth.,2025-05-16,Neutral
REV000536,BOOK004339,CUST002030,HOT0132,2,Needs Improvement,Room was clean and comfortable.,2025-05-10,Negative
REV000537,BOOK001562,CUST002984,HOT0145,1,Highly Recommended,Food quality was excellent.,2024-11-27,Negative
REV000538,BOOK002675,CUST004124,HOT0138,4,Poor Service,Food quality was excellent.,2026-04-14,Positive
REV000539,BOOK000508,CUST001793,HOT0002,4,Excellent Stay,Check-in process was smooth.,2026-07-28,Positive
REV000540,BOOK001061,CUST002118,HOT0247,1,Poor Service,Food quality was excellent.,2026-01-05,Negative
REV000541,BOOK003171,CUST002694,HOT0222,5,Highly Recommended,Will definitely visit again.,2026-08-01,Positive
REV000542,BOOK001841,CUST003041,HOT0103,4,Average Experience,Room was clean and comfortable.,2025-09-27,Positive
REV000543,BOOK000622,CUST002603,HOT0035,3,Excellent Stay,Will definitely visit again.,2026-08-21,Neutral
REV000544,BOOK003921,CUST003357,HOT0073,2,Very Good,Will definitely visit again.,2025-06-06,Negative
REV000545,BOOK002782,CUST002692,HOT0208,1,Poor Service,Overall satisfied with the stay.,2026-04-09,Negative
REV000546,BOOK001752,CUST003986,HOT0193,2,Needs Improvement,Staff were friendly and helpful.,2026-05-12,Negative
REV000547,BOOK004694,CUST004876,HOT0037,1,Needs Improvement,Bathroom needs improvement.,2026-07-22,Negative
REV000548,BOOK004801,CUST001674,HOT0133,5,Amazing Hospitality,Check-in process was smooth.,2026-06-24,Positive
REV000549,BOOK000939,CUST002827,HOT0061,2,Very Good,Bathroom needs improvement.,2026-05-04,Negative
REV000550,BOOK003984,CUST000597,HOT0086,2,Value for Money,Food quality was excellent.,2025-07-13,Negative
REV000551,BOOK003565,CUST000664,HOT0118,1,Needs Improvement,Will definitely visit again.,2026-06-14,Negative
REV000552,BOOK000089,CUST002823,HOT0006,3,Very Good,Great location and ambience.,2025-06-23,Neutral
REV000553,BOOK000818,CUST003767,HOT0078,5,Excellent Stay,Will definitely visit again.,2026-08-17,Positive
REV000554,BOOK000683,CUST000369,HOT0037,1,Needs Improvement,Will definitely visit again.,2024-09-13,Negative
REV000555,BOOK003439,CUST002060,HOT0159,3,Highly Recommended,Bathroom needs improvement.,2025-01-24,Neutral
REV000556,BOOK002360,CUST001036,HOT0089,2,Amazing Hospitality,Check-in process was smooth.,2026-08-01,Negative
REV000557,BOOK003062,CUST004715,HOT0051,2,Needs Improvement,Great location and ambience.,2026-03-01,Negative
REV000558,BOOK004884,CUST004160,HOT0012,1,Average Experience,Room was clean and comfortable.,2024-08-18,Negative
REV000559,BOOK004451,CUST002394,HOT0060,5,Excellent Stay,Food quality was excellent.,2025-01-11,Positive
REV000560,BOOK003690,CUST001586,HOT0073,1,Highly Recommended,Great location and ambience.,2026-09-04,Negative
REV000561,BOOK001284,CUST001410,HOT0029,4,Excellent Stay,Check-in process was smooth.,2025-04-24,Positive
REV000562,BOOK000105,CUST004995,HOT0032,3,Value for Money,Check-in process was smooth.,2025-12-04,Neutral
REV000563,BOOK001330,CUST002194,HOT0128,5,Needs Improvement,Staff were friendly and helpful.,2024-12-15,Positive
REV000564,BOOK004786,CUST003536,HOT0084,1,Highly Recommended,Food quality was excellent.,2025-09-29,Negative
REV000565,BOOK000556,CUST004258,HOT0078,4,Average Experience,Great location and ambience.,2025-02-06,Positive
REV000566,BOOK003084,CUST001909,HOT0097,1,Poor Service,Overall satisfied with the stay.,2025-02-10,Negative
REV000567,BOOK002545,CUST002837,HOT0108,4,Very Good,Staff were friendly and helpful.,2025-02-18,Positive
REV000568,BOOK001446,CUST004401,HOT0010,4,Highly Recommended,Overall satisfied with the stay.,2026-04-13,Positive
REV000569,BOOK003270,CUST003840,HOT0233,6,Needs Improvement,Staff were friendly and helpful.,2024-11-17,Negative
REV000570,BOOK002460,CUST000267,HOT0158,1,Excellent Stay,Staff were friendly and helpful.,2025-02-20,Negative
REV000571,BOOK001154,CUST004534,HOT0018,3,Needs Improvement,Overall satisfied with the stay.,2025-02-07,Neutral
REV000572,BOOK004188,CUST004973,HOT0033,1,Needs Improvement,Check-in process was smooth.,2026-07-26,Negative
REV000573,BOOK002194,CUST002709,HOT0186,5,Excellent Stay,Overall satisfied with the stay.,2026-03-21,Positive
REV000574,BOOK003086,CUST003144,HOT0047,3,Excellent Stay,Great location and ambience.,2024-12-14,Neutral
REV000575,BOOK003914,CUST003761,HOT0096,5,Excellent Stay,Staff were friendly and helpful.,2025-05-24,Positive
REV000576,BOOK003742,CUST001847,HOT0229,5,Average Experience,Staff were friendly and helpful.,2024-08-24,Positive
REV000577,BOOK002926,CUST002319,HOT0196,5,Poor Service,Room was clean and comfortable.,2025-07-16,Positive
REV000578,BOOK004396,CUST003424,HOT0036,4,Highly Recommended,Check-in process was smooth.,2026-08-03,Positive
REV000579,BOOK002703,CUST001842,HOT0238,1,Average Experience,Great location and ambience.,2026-01-21,Negative
REV000580,BOOK002318,CUST001076,HOT0158,1,Poor Service,Bathroom needs improvement.,2025-03-12,Negative
REV000581,BOOK001829,CUST000791,HOT0085,3,Amazing Hospitality,Room was clean and comfortable.,2025-05-17,Neutral
REV000582,BOOK002655,CUST004113,HOT0193,5,Average Experience,Room was clean and comfortable.,2026-02-25,Positive
REV000583,BOOK002613,CUST001739,HOT0176,3,Very Good,Check-in process was smooth.,2026-06-13,Neutral
REV000584,BOOK004282,CUST000024,HOT0034,2,Needs Improvement,Great location and ambience.,2024-09-29,Negative
REV000585,BOOK003325,CUST000557,HOT0224,5,Highly Recommended,Room was clean and comfortable.,2026-05-31,Positive
REV000586,BOOK004465,CUST000549,HOT0051,4,Highly Recommended,Food quality was excellent.,2024-10-07,Positive
REV000587,BOOK004358,CUST004884,HOT0225,5,Average Experience,Food quality was excellent.,2026-06-06,Positive
REV000588,BOOK001290,CUST003393,HOT0015,1,Highly Recommended,Check-in process was smooth.,2025-06-03,Negative
REV000589,BOOK002680,CUST004564,HOT0093,3,Poor Service,Bathroom needs improvement.,2026-04-03,Neutral
REV000590,BOOK000788,CUST003903,HOT0125,1,Average Experience,Food quality was excellent.,2024-10-16,Negative
REV000591,BOOK002817,CUST000980,HOT0008,6,Needs Improvement,Great location and ambience.,2026-04-26,Positive
REV000592,BOOK003222,CUST004756,HOT0021,5,Very Good,Room was clean and comfortable.,2026-02-04,Positive
REV000593,BOOK002999,CUST001126,HOT0131,4,Very Good,Overall satisfied with the stay.,2026-03-31,Positive
REV000594,BOOK004402,CUST001621,HOT0191,3,Average Experience,Staff were friendly and helpful.,2026-01-28,Neutral
REV000595,BOOK000199,CUST002574,HOT0097,2,Very Good,Check-in process was smooth.,2025-02-16,Negative
REV000596,BOOK002250,CUST002501,HOT0088,3,Highly Recommended,Staff were friendly and helpful.,2026-05-25,Neutral
REV000597,BOOK003478,CUST003567,HOT0173,5,Excellent Stay,Food quality was excellent.,2025-04-19,Positive
REV000598,BOOK002818,CUST002888,HOT0049,2,Average Experience,Room was clean and comfortable.,2026-02-17,Negative
REV000599,BOOK004474,CUST004941,HOT0192,1,Average Experience,Room was clean and comfortable.,2024-10-20,Negative
REV000600,BOOK004682,CUST003316,HOT0142,3,Value for Money,Bathroom needs improvement.,2024-11-28,Neutral
REV000601,BOOK004706,CUST002934,HOT0103,2,Highly Recommended,Overall satisfied with the stay.,2025-05-01,Negative
REV000602,BOOK003788,CUST004178,HOT0044,1,Poor Service,Will definitely visit again.,2026-01-17,Negative
REV000603,BOOK002440,CUST000299,HOT0110,3,Very Good,Food quality was excellent.,2025-05-16,Neutral
REV000604,BOOK002595,CUST000332,HOT0218,4,Very Good,Staff were friendly and helpful.,2024-11-04,Positive
REV000605,BOOK001833,CUST003681,HOT0125,2,Excellent Stay,Bathroom needs improvement.,2026-05-05,Negative
REV000606,BOOK003514,CUST001564,HOT0203,1,Poor Service,Will definitely visit again.,2026-04-26,Negative
REV000607,BOOK001159,CUST004857,HOT0016,2,Poor Service,Check-in process was smooth.,2026-07-19,Negative
REV000608,BOOK004226,CUST002827,HOT0085,3,Value for Money,Will definitely visit again.,2025-06-13,Neutral
REV000609,BOOK001864,CUST002627,HOT0235,2,Value for Money,Bathroom needs improvement.,2025-07-28,Negative
REV000610,BOOK004629,CUST000614,HOT0075,2,Amazing Hospitality,Great location and ambience.,2026-02-23,Negative
REV000611,BOOK002620,CUST003406,HOT0220,2,Poor Service,Food quality was excellent.,2025-11-23,Negative
REV000612,BOOK003778,CUST001149,HOT0068,1,Value for Money,Will definitely visit again.,2026-08-06,Negative
REV000613,BOOK000694,CUST003996,HOT0170,3,Value for Money,Will definitely visit again.,2026-06-07,Neutral
REV000614,BOOK004599,CUST000755,HOT0074,2,Highly Recommended,Check-in process was smooth.,2026-05-10,Negative
REV000615,BOOK001260,CUST003508,HOT0183,1,Highly Recommended,Will definitely visit again.,2026-09-01,Negative
REV000616,BOOK001788,CUST000235,HOT0088,2,Needs Improvement,Staff were friendly and helpful.,2025-08-04,Negative
REV000617,BOOK001083,CUST002619,HOT0091,3,Average Experience,Check-in process was smooth.,2025-03-05,Neutral
REV000618,BOOK002968,CUST000670,HOT0156,4,Very Good,Will definitely visit again.,2024-10-21,Positive
REV000619,BOOK004659,CUST003321,HOT0222,4,Average Experience,Check-in process was smooth.,2026-05-31,Positive
REV000620,BOOK003176,CUST003205,HOT0067,2,Amazing Hospitality,Bathroom needs improvement.,2026-09-09,Negative
REV000621,BOOK004344,CUST003047,HOT0150,1,Poor Service,Will definitely visit again.,2026-07-05,Negative
REV000622,BOOK002854,CUST001173,HOT0220,2,Poor Service,Check-in process was smooth.,2026-02-02,Negative
REV000623,BOOK000969,CUST002603,HOT0095,2,Needs Improvement,Room was clean and comfortable.,2024-12-11,Negative
REV000624,BOOK003329,CUST000429,HOT0134,1,Needs Improvement,Bathroom needs improvement.,2024-12-18,Negative
REV000625,BOOK003511,CUST003462,HOT0222,3,Value for Money,Bathroom needs improvement.,2025-03-04,Neutral
REV000626,BOOK002256,CUST003914,HOT0228,3,Poor Service,Check-in process was smooth.,2026-07-26,Neutral
REV000627,BOOK002274,CUST000752,HOT0018,5,Very Good,Will definitely visit again.,2025-09-08,Positive
REV000628,BOOK000821,CUST001571,HOT0091,3,Poor Service,Staff were friendly and helpful.,2024-12-18,Neutral
REV000629,BOOK002663,CUST000641,HOT0190,1,Amazing Hospitality,Great location and ambience.,2026-06-10,Negative
REV000630,BOOK001403,CUST002009,HOT0194,3,Amazing Hospitality,Bathroom needs improvement.,2025-12-01,Neutral
REV000631,BOOK000240,CUST001401,HOT0157,2,Very Good,Will definitely visit again.,2025-03-19,Negative
REV000632,BOOK002777,CUST001703,HOT0193,2,Poor Service,Check-in process was smooth.,2026-02-25,Negative
REV000633,BOOK003983,CUST003103,HOT0192,1,Highly Recommended,Food quality was excellent.,2025-11-01,Negative
REV000634,BOOK004744,CUST001619,HOT0242,1,Value for Money,Overall satisfied with the stay.,2024-09-19,Negative
REV000635,BOOK001601,CUST002253,HOT0225,4,Average Experience,Room was clean and comfortable.,2026-04-18,Positive
REV000636,BOOK002983,CUST000043,HOT0002,2,Very Good,Bathroom needs improvement.,2025-03-15,Negative
REV000637,BOOK004371,CUST000379,HOT0092,5,Average Experience,Check-in process was smooth.,2025-02-27,Positive
REV000638,BOOK001014,CUST000630,HOT0068,2,Highly Recommended,Room was clean and comfortable.,2025-06-01,Negative
REV000639,BOOK001170,CUST001253,HOT0206,4,Value for Money,Overall satisfied with the stay.,2025-04-10,Positive
REV000640,BOOK000143,CUST004582,HOT0209,1,Amazing Hospitality,Staff were friendly and helpful.,2024-11-28,Negative
REV000641,BOOK002219,CUST001276,HOT0202,3,Amazing Hospitality,Check-in process was smooth.,2026-02-26,Neutral
REV000642,BOOK003186,CUST003078,HOT0110,5,Highly Recommended,Food quality was excellent.,2024-10-13,Positive
REV000643,BOOK004471,CUST004280,HOT0017,2,Poor Service,Staff were friendly and helpful.,2025-09-27,Negative
REV000644,BOOK004879,CUST002308,HOT0145,5,Excellent Stay,Will definitely visit again.,2026-07-28,Positive
REV000645,BOOK002187,CUST002476,HOT0148,5,Average Experience,Check-in process was smooth.,2026-02-26,Positive
REV000646,BOOK004864,CUST001017,HOT0160,2,Poor Service,Food quality was excellent.,2024-10-24,Negative
REV000647,BOOK004593,CUST003746,HOT0233,1,Amazing Hospitality,Overall satisfied with the stay.,2025-11-15,Negative
REV000648,BOOK003296,CUST004816,HOT0014,4,Needs Improvement,Room was clean and comfortable.,2026-08-23,Positive
REV000649,BOOK002507,CUST002916,HOT0075,3,Value for Money,Overall satisfied with the stay.,2025-07-13,Neutral
REV000650,BOOK003681,CUST000672,HOT0181,3,Excellent Stay,Bathroom needs improvement.,2025-02-01,Neutral
REV000651,BOOK003604,CUST003319,HOT0070,5,Value for Money,Room was clean and comfortable.,2026-04-23,Positive
REV000652,BOOK002102,CUST001782,HOT0159,5,Amazing Hospitality,Great location and ambience.,2024-10-11,Positive
REV000653,BOOK004283,CUST004356,HOT0117,3,Amazing Hospitality,Room was clean and comfortable.,2026-06-08,Neutral
REV000654,BOOK003128,CUST001062,HOT0005,3,Excellent Stay,Great location and ambience.,2024-11-08,Neutral
REV000655,BOOK004491,CUST004279,HOT0195,2,Excellent Stay,Will definitely visit again.,2024-09-14,Negative
REV000656,BOOK000006,CUST003410,HOT0084,2,Excellent Stay,Great location and ambience.,2025-07-09,Negative
REV000657,BOOK000526,CUST002905,HOT0096,4,Average Experience,Will definitely visit again.,2026-04-30,Positive
REV000658,BOOK002993,CUST000481,HOT0223,4,Poor Service,Staff were friendly and helpful.,2025-04-29,Positive
REV000659,BOOK004752,CUST000897,HOT0106,1,Excellent Stay,Overall satisfied with the stay.,2025-06-01,Negative
REV000660,BOOK004825,CUST004930,HOT0109,3,Highly Recommended,Will definitely visit again.,2026-02-15,Neutral
REV000661,BOOK003310,CUST000263,HOT0194,4,Poor Service,Food quality was excellent.,2026-02-05,Positive
REV000662,BOOK003225,CUST002197,HOT0101,1,Very Good,Will definitely visit again.,2026-05-09,Negative
REV000663,BOOK000265,CUST003170,HOT0121,5,Value for Money,Great location and ambience.,2025-09-24,Positive
REV000664,BOOK001806,CUST000876,HOT0177,1,Highly Recommended,Great location and ambience.,2025-04-30,Negative
REV000665,BOOK000472,CUST003011,HOT0193,5,Average Experience,Will definitely visit again.,2024-10-12,Positive
REV000666,BOOK001652,CUST000874,HOT0102,1,Highly Recommended,Food quality was excellent.,2025-08-06,Negative
REV000667,BOOK004501,CUST002286,HOT0172,1,Excellent Stay,Room was clean and comfortable.,2025-05-11,Negative
REV000668,BOOK003483,CUST004634,HOT0001,3,Excellent Stay,Overall satisfied with the stay.,2025-10-02,Neutral
REV000669,BOOK001264,CUST000900,HOT0248,5,Highly Recommended,Overall satisfied with the stay.,2024-11-29,Positive
REV000670,BOOK001934,CUST000970,HOT0037,2,Highly Recommended,Will definitely visit again.,2025-04-10,Negative
REV000671,BOOK003762,CUST002875,HOT0090,4,Very Good,Food quality was excellent.,2025-06-18,Positive
REV000672,BOOK002689,CUST002320,HOT0115,1,Amazing Hospitality,Check-in process was smooth.,2025-08-10,Negative
REV000673,BOOK004660,CUST001451,HOT0104,1,Highly Recommended,Room was clean and comfortable.,2025-04-28,Negative
REV000674,BOOK002212,CUST003064,HOT0077,5,Excellent Stay,Food quality was excellent.,2025-11-01,Positive
REV000675,BOOK000440,CUST004120,HOT0248,1,Amazing Hospitality,Great location and ambience.,2026-08-01,Negative
REV000676,BOOK004761,CUST004754,HOT0038,5,Value for Money,Check-in process was smooth.,2026-01-18,Positive
REV000677,BOOK001513,CUST003873,HOT0173,3,Excellent Stay,Room was clean and comfortable.,2026-09-01,Neutral
REV000678,BOOK001433,CUST004482,HOT0052,3,Very Good,Room was clean and comfortable.,2024-11-22,Neutral
REV000679,BOOK004914,CUST001109,HOT0228,4,Excellent Stay,Check-in process was smooth.,2024-11-20,Positive
REV000680,BOOK000973,CUST000917,HOT0094,4,Needs Improvement,Room was clean and comfortable.,2026-03-26,Positive
REV000681,BOOK004349,CUST000790,HOT0124,5,Poor Service,Will definitely visit again.,2026-04-18,Positive
REV000682,BOOK001851,CUST004877,HOT0201,5,Poor Service,Room was clean and comfortable.,2025-06-24,Positive
REV000683,BOOK002204,CUST000359,HOT0047,5,Excellent Stay,Food quality was excellent.,2026-05-17,Positive
REV000684,BOOK000277,CUST000911,HOT0060,5,Poor Service,Check-in process was smooth.,2025-06-25,Positive
REV000685,BOOK002529,CUST003515,HOT0035,4,Excellent Stay,Overall satisfied with the stay.,2026-04-30,Positive
REV000686,BOOK001635,CUST004345,HOT0057,4,Needs Improvement,Will definitely visit again.,2026-05-11,Positive
REV000687,BOOK002153,CUST002861,HOT0093,1,Needs Improvement,Room was clean and comfortable.,2024-09-29,Negative
REV000688,BOOK001623,CUST002200,HOT0191,2,Value for Money,Bathroom needs improvement.,2025-10-12,Negative
REV000689,BOOK002862,CUST004564,HOT0241,3,Very Good,Bathroom needs improvement.,2026-03-18,Neutral
REV000690,BOOK004711,CUST004044,HOT0218,3,Amazing Hospitality,Great location and ambience.,2025-11-13,Neutral
REV000691,BOOK003000,CUST000095,HOT0241,4,Value for Money,Check-in process was smooth.,2025-04-26,Positive
REV000692,BOOK000297,CUST003911,HOT0226,5,Average Experience,Great location and ambience.,2025-01-15,Positive
REV000693,BOOK000721,CUST001897,HOT0185,4,Needs Improvement,Check-in process was smooth.,2026-08-05,Positive
REV000694,BOOK000868,CUST001641,HOT0153,2,Very Good,Great location and ambience.,2025-09-11,Negative
REV000695,BOOK003400,CUST002783,HOT0156,4,Needs Improvement,Overall satisfied with the stay.,2025-11-08,Positive
REV000696,BOOK002656,CUST003183,HOT0133,5,Needs Improvement,Food quality was excellent.,2025-10-21,Positive
REV000697,BOOK001824,CUST001228,HOT0046,1,Very Good,Room was clean and comfortable.,2024-11-13,Negative
REV000698,BOOK003836,CUST003155,HOT0207,1,Poor Service,Check-in process was smooth.,2026-02-15,Negative
REV000699,BOOK003022,CUST000826,HOT0034,4,Needs Improvement,Check-in process was smooth.,2026-05-18,Positive
REV000700,BOOK004816,CUST003807,HOT0243,5,Average Experience,Overall satisfied with the stay.,2025-09-22,Positive
REV000701,BOOK004233,CUST001807,HOT0182,2,Poor Service,Bathroom needs improvement.,2025-10-01,Negative
REV000702,BOOK003844,CUST000619,HOT0205,1,Average Experience,Food quality was excellent.,2024-11-04,Negative
REV000703,BOOK003726,CUST000090,HOT0010,1,Excellent Stay,Staff were friendly and helpful.,2026-03-13,Negative
REV000704,BOOK004675,CUST003100,HOT0018,3,Highly Recommended,Room was clean and comfortable.,2026-05-21,Neutral
REV000705,BOOK002662,CUST002185,HOT0219,1,Value for Money,Room was clean and comfortable.,2025-08-01,Negative
REV000706,BOOK003507,CUST001444,HOT0240,1,Value for Money,Overall satisfied with the stay.,2026-07-29,Negative
REV000707,BOOK004458,CUST000789,HOT0072,3,Very Good,Staff were friendly and helpful.,2025-08-22,Neutral
REV000708,BOOK003556,CUST001364,HOT0109,1,Amazing Hospitality,Food quality was excellent.,2026-09-22,Negative
REV000709,BOOK003260,CUST001701,HOT0196,5,Very Good,Bathroom needs improvement.,2026-02-08,Positive
REV000710,BOOK001178,CUST002503,HOT0100,3,Needs Improvement,Will definitely visit again.,2026-07-09,Neutral
REV000711,BOOK000633,CUST002832,HOT0131,4,Highly Recommended,Staff were friendly and helpful.,2026-07-02,Positive
REV000712,BOOK003185,CUST000707,HOT0128,3,Very Good,Will definitely visit again.,2025-06-30,Neutral
REV000713,BOOK004764,CUST004274,HOT0241,4,Average Experience,Room was clean and comfortable.,2025-05-14,Positive
REV000714,BOOK001544,CUST000800,HOT0177,1,Highly Recommended,Great location and ambience.,2025-12-08,Negative
REV000715,BOOK003995,CUST000253,HOT0023,3,Very Good,Check-in process was smooth.,2026-03-26,Neutral
REV000716,BOOK002888,CUST004799,HOT0146,5,Highly Recommended,Bathroom needs improvement.,2025-01-31,Positive
REV000717,BOOK000750,CUST001144,HOT0155,3,Amazing Hospitality,Staff were friendly and helpful.,2026-02-04,Neutral
REV000718,BOOK003125,CUST000844,HOT0165,4,Very Good,Bathroom needs improvement.,2026-03-02,Positive
REV000719,BOOK004999,CUST001822,HOT0035,1,Value for Money,Overall satisfied with the stay.,2024-10-09,Negative
REV000720,BOOK003895,CUST003653,HOT0136,4,Value for Money,Room was clean and comfortable.,2024-10-13,Positive
REV000721,BOOK002907,CUST000119,HOT0103,4,Average Experience,Check-in process was smooth.,2026-05-28,Positive
REV000722,BOOK000023,CUST001983,HOT0213,2,Poor Service,Great location and ambience.,2024-09-21,Negative
REV000723,BOOK003051,CUST004613,HOT0166,1,Amazing Hospitality,Room was clean and comfortable.,2024-12-12,Negative
REV000724,BOOK004100,CUST000382,HOT0157,1,Value for Money,Overall satisfied with the stay.,2026-06-10,Negative
REV000725,BOOK004770,CUST003428,HOT0247,3,Average Experience,Food quality was excellent.,2026-01-21,Neutral
REV000726,BOOK000228,CUST000365,HOT0048,3,Very Good,Room was clean and comfortable.,2026-01-21,Neutral
REV000727,BOOK001099,CUST000659,HOT0147,1,Excellent Stay,Overall satisfied with the stay.,2024-10-29,Negative
