room_id,hotel_id,room_number,room_type,capacity,base_price,floor,availability
ROOM000451,HOT0151,840,Deluxe,2,-15000,7,Available
ROOM000452,HOT0109,119,Standard,4,5000,14,Maintenance
ROOM000453,HOT0008,339,Family,2,5000,11,Available
ROOM000454,HOT0056,428,Standard,4,7000,10,Maintenance
ROOM000455,HOT0142,757,Executive,2,2500,11,Occupied
ROOM000456,HOT0048,964,Standard,3,3500,13,Occupied
ROOM000457,HOT0247,934,Family,6,7000,8,Maintenance
ROOM000458,HOT0176,370,Deluxe,6,7000,3,Occupied
ROOM000459,HOT0171,902,Family,4,2500,1,Available
ROOM000460,HOT0154,535,Deluxe,6,2500,8,Available
ROOM000461,HOT0150,948,Suite,4,10000,2,Maintenance
ROOM000462,HOT0128,711,Deluxe,6,10000,4,Occupied
ROOM000463,HOT0077,600,Presidential,6,5000,2,Occupied
ROOM000464,HOT0149,979,Suite,3,5000,2,Occupied
ROOM000465,HOT0067,852,Presidential,1,15000,9,Maintenance
ROOM000466,HOT0075,525,Deluxe,3,7000,3,Occupied
ROOM000467,HOT0225,379,Standard,5,5000,8,Occupied
ROOM000468,HOT0064,125,Executive,5,15000,1,Available
ROOM000469,HOT0023,939,Deluxe,1,3500,2,Maintenance
ROOM000470,HOT0229,450,Suite,4,3500,15,Occupied
ROOM000471,HOT0003,868,Standard,1,2500,2,Maintenance
ROOM000472,HOT0109,275,Suite,3,15000,10,Occupied
ROOM000473,HOT0061,202,Standard,1,10000,6,Maintenance
ROOM000474,HOT0243,193,Deluxe,4,7000,10,Maintenance
ROOM000475,HOT0180,839,Suite,2,3500,2,Available
ROOM000476,HOT0146,605,Suite,6,15000,1,Occupied
ROOM000477,HOT0036,247,Deluxe,5,10000,1,Maintenance
ROOM000478,HOT0071,674,Suite,5,7000,13,Occupied
ROOM000479,HOT0212,396,Family,5,15000,6,Available
ROOM000480,HOT0114,771,Suite,1,15000,13,Available
ROOM000481,HOT0037,372,Family,5,5000,2,Maintenance
ROOM000482,HOT0226,649,Standard,5,15000,7,Occupied
ROOM000483,HOT0152,805,Deluxe,2,7000,11,Available
ROOM000484,HOT0086,800,Suite,6,2500,2,Occupied
ROOM000485,HOT0204,445,Suite,6,10000,4,Available
ROOM000486,HOT0147,663,Presidential,2,2500,14,Available
ROOM000487,HOT0079,696,Suite,6,3500,3,Occupied
ROOM000488,HOT0005,751,Family,5,15000,12,Occupied
ROOM000489,HOT0020,109,Family,4,2500,10,Maintenance
ROOM000490,HOT0014,398,Executive,6,5000,2,Available
ROOM000491,HOT0020,596,Standard,4,10000,9,Available
ROOM000492,HOT0078,305,Family,6,3500,3,Available
ROOM000493,HOT0099,285,Family,1,2500,13,Maintenance
ROOM000494,HOT0129,338,Deluxe,6,15000,1,Maintenance
ROOM000495,HOT0108,442,Standard,5,10000,11,Occupied
ROOM000496,HOT0216,854,Presidential,2,15000,13,Maintenance
ROOM000497,HOT0149,260,Standard,6,7000,15,Occupied
ROOM000498,HOT0214,224,Presidential,3,5000,13,Occupied
ROOM000499,HOT0217,888,Suite,1,10000,14,Maintenance
ROOM000500,HOT0142,360,Family,6,2500,7,Available
ROOM000501,HOT0058,252,Standard,2,5000,3,Occupied
ROOM000502,HOT0215,314,Deluxe,3,2500,9,Available
ROOM000503,HOT0148,312,Presidential,4,5000,6,Maintenance
ROOM000504,HOT0038,699,Executive,5,7000,6,Maintenance
ROOM000505,HOT0247,207,Suite,3,15000,5,Available
ROOM000506,HOT0230,975,Suite,4,10000,10,Available
ROOM000507,HOT0169,186,Suite,2,3500,10,Occupied
ROOM000508,HOT0219,433,Family,4,5000,3,Maintenance
ROOM000509,HOT0106,945,Deluxe,5,15000,14,Available
ROOM000510,HOT0012,469,Suite,5,5000,5,Available
ROOM000511,HOT0005,536,Standard,4,3500,8,Occupied
ROOM000512,HOT0040,966,Standard,3,15000,6,Occupied
ROOM000513,HOT0210,288,Executive,4,5000,11,Maintenance
ROOM000514,HOT0176,273,Deluxe,2,7000,8,Occupied
ROOM000515,HOT0196,859,Deluxe,1,3500,11,Occupied
ROOM000516,HOT0004,337,Family,2,10000,14,Available
ROOM000517,HOT0169,563,Presidential,4,5000,9,Available
ROOM000518,HOT0246,238,Presidential,4,7000,12,Available
ROOM000519,HOT0129,566,Family,5,15000,12,Maintenance
ROOM000520,HOT0010,497,Presidential,4,2500,14,Maintenance
ROOM000521,HOT0085,848,Deluxe,1,15000,7,Maintenance
ROOM000522,HOT0071,358,Executive,6,3500,1,Occupied
ROOM000523,HOT0067,875,Deluxe,3,7000,2,Maintenance
ROOM000524,HOT0246,968,Executive,6,2500,15,Available
ROOM000525,HOT0051,313,Standard,4,5000,3,Available
ROOM000526,HOT0201,152,Executive,1,2500,7,Maintenance
ROOM000527,HOT0001,670,Presidential,3,5000,11,Occupied
ROOM000528,HOT0088,403,Presidential,1,3500,4,Maintenance
ROOM000529,HOT0084,654,Deluxe,3,2500,8,Available
ROOM000530,HOT0088,254,Presidential,4,3500,8,Available
ROOM000531,HOT0157,786,Standard,5,7000,5,Occupied
ROOM000532,HOT0020,909,Executive,4,10000,9,Available
ROOM000533,HOT0204,573,Family,3,10000,7,Maintenance
ROOM000534,HOT0085,102,Presidential,4,15000,14,Maintenance
ROOM000535,HOT0170,474,Standard,1,10000,7,Maintenance
ROOM000536,HOT0061,909,Deluxe,2,5000,5,Available
ROOM000537,HOT0122,459,Executive,1,3500,15,Available
ROOM000538,HOT0081,721,Standard,5,5000,7,Available
ROOM000539,HOT0062,243,Deluxe,4,10000,15,Maintenance
ROOM000540,HOT0031,834,Family,4,3500,1,Maintenance
ROOM000541,HOT0096,861,Presidential,5,7000,11,Available
ROOM000542,HOT0003,443,Executive,1,2500,7,Available
ROOM000543,HOT0069,789,Family,1,-10000,1,Occupied
ROOM000544,HOT0044,105,Suite,6,10000,14,Maintenance
ROOM000545,HOT0055,482,Deluxe,5,3500,10,Occupied
ROOM000546,HOT0190,412,Deluxe,2,7000,13,Occupied
ROOM000547,HOT0166,591,Presidential,4,15000,11,Available
ROOM000548,HOT0149,977,Standard,2,5000,1,Maintenance
ROOM000549,HOT0218,503,Deluxe,1,5000,11,Occupied
ROOM000550,HOT0192,267,Executive,1,3500,2,Available
ROOM000551,HOT0104,938,Deluxe,2,3500,14,Maintenance
ROOM000552,HOT0116,798,Deluxe,3,5000,15,Maintenance
ROOM000553,HOT0065,615,Family,2,3500,7,Occupied
ROOM000554,HOT0175,219,Family,5,15000,3,Occupied
ROOM000555,HOT0146,638,Standard,3,7000,15,Available
ROOM000556,HOT0250,121,Suite,2,7000,12,Available
ROOM000557,HOT0027,931,Family,3,3500,3,Occupied
ROOM000558,HOT0110,740,Suite,4,15000,4,Maintenance
ROOM000559,HOT0192,261,Executive,2,10000,13,Maintenance
ROOM000560,HOT0050,650,Standard,3,15000,14,Available
ROOM000561,HOT0222,824,Executive,2,5000,6,Available
ROOM000562,HOT0003,142,Presidential,6,10000,4,Occupied
ROOM000563,HOT0178,268,Family,1,2500,11,Available
ROOM000564,HOT0024,507,Suite,2,5000,15,Occupied
ROOM000565,HOT0191,322,Presidential,3,5000,4,Occupied
ROOM000566,HOT0132,844,Standard,6,5000,11,Available
ROOM000567,HOT0146,332,Suite,2,10000,11,Maintenance
ROOM000568,HOT0228,110,Presidential,3,10000,6,Available
ROOM000569,HOT0179,127,Presidential,6,10000,13,Maintenance
ROOM000570,HOT0091,924,Deluxe,4,3500,8,Occupied
ROOM000571,HOT0138,642,Presidential,1,15000,7,Available
ROOM000572,HOT0222,600,Deluxe,4,7000,3,Occupied
ROOM000573,HOT0111,202,Standard,5,2500,2,Maintenance
ROOM000574,HOT0177,534,Presidential,2,10000,8,Occupied
ROOM000575,HOT0033,839,Deluxe,5,15000,8,Occupied
ROOM000576,HOT0218,682,,3,15000,8,Maintenance
ROOM000577,HOT0206,652,Presidential,3,7000,12,Available
ROOM000578,HOT0008,840,Deluxe,3,2500,4,Maintenance
ROOM000579,HOT0071,191,Suite,5,10000,6,Maintenance
ROOM000580,HOT0130,103,Standard,5,2500,14,Available
ROOM000581,HOT0109,691,Presidential,2,3500,10,Occupied
ROOM000582,HOT0072,400,Suite,6,2500,1,Maintenance
ROOM000583,HOT0054,128,Deluxe,1,15000,8,Available
ROOM000584,HOT0097,652,Executive,1,3500,4,Maintenance
ROOM000585,HOT0244,588,Standard,4,5000,4,Maintenance
ROOM000586,HOT0127,736,Family,5,3500,15,Available
ROOM000587,HOT0194,832,Standard,2,2500,10,Occupied
ROOM000588,HOT0097,678,Family,3,3500,8,Occupied
ROOM000589,HOT0160,691,Deluxe,1,10000,13,Available
ROOM000590,HOT0092,789,Presidential,4,3500,12,Maintenance
ROOM000591,HOT0085,699,Family,1,5000,12,Maintenance
ROOM000592,HOT0187,193,Family,5,3500,2,Maintenance
ROOM000593,HOT0159,584,Family,5,7000,13,Maintenance
ROOM000594,HOT0150,951,Deluxe,5,15000,13,Available
ROOM000595,HOT0074,693,Executive,2,15000,12,Maintenance
ROOM000596,HOT0132,208,Suite,4,7000,11,Available
ROOM000597,HOT0213,498,Family,2,5000,12,Available
ROOM000598,HOT0001,762,Family,3,7000,8,Available
ROOM000599,HOT0231,814,Family,1,5000,5,Occupied
ROOM000600,HOT0232,115,Presidential,4,2500,1,Occupied
ROOM000601,HOT0091,144,Presidential,1,2500,14,Occupied
ROOM000602,HOT0126,461,Standard,3,3500,12,Available
ROOM000603,HOT0008,669,Standard,6,5000,9,Maintenance
ROOM000604,HOT0104,931,,4,15000,2,Available
ROOM000605,HOT0014,477,Standard,5,2500,1,Maintenance
ROOM000606,HOT0018,607,Standard,6,2500,3,Available
ROOM000607,HOT0216,784,Suite,5,15000,8,Occupied
ROOM000608,HOT0031,262,Suite,5,15000,10,Available
ROOM000609,HOT0019,244,Standard,3,7000,1,Maintenance
ROOM000610,HOT0050,653,Standard,5,15000,9,Available
ROOM000611,HOT0210,332,Suite,2,10000,4,Maintenance
ROOM000612,HOT0040,453,Family,1,5000,6,Occupied
ROOM000613,HOT0053,552,Family,1,3500,12,Occupied
ROOM000614,HOT0112,373,Executive,2,2500,8,Maintenance
ROOM000615,HOT0056,850,Presidential,2,2500,2,Maintenance
ROOM000616,HOT0215,932,Family,6,15000,15,Available
ROOM000617,HOT0009,444,Deluxe,2,10000,5,Available
ROOM000618,HOT0231,237,Family,1,10000,13,Occupied
ROOM000619,HOT0114,398,Family,1,7000,15,Available
ROOM000620,HOT0137,857,Deluxe,3,3500,12,Occupied
ROOM000621,HOT0009,692,Family,6,3500,14,Occupied
ROOM000622,HOT0010,238,Deluxe,3,5000,13,Available
ROOM000623,HOT0234,707,Deluxe,2,2500,15,Occupied
ROOM000624,HOT0117,835,Family,5,7000,7,Available
ROOM000625,HOT0012,261,Suite,1,5000,7,Available
ROOM000626,HOT0073,528,Suite,4,5000,13,Occupied
ROOM000627,HOT0056,420,Standard,5,15000,8,Occupied
ROOM000628,HOT0027,499,Presidential,2,10000,6,Maintenance
ROOM000629,HOT0211,803,Suite,1,10000,7,Available
ROOM000630,HOT0003,155,Executive,4,7000,1,Occupied
ROOM000631,HOT0185,902,Suite,1,15000,5,Maintenance
ROOM000632,HOT0057,425,Standard,6,5000,9,Available
ROOM000633,HOT0104,545,Family,4,15000,14,Occupied
ROOM000634,HOT0016,414,Family,4,10000,10,Maintenance
ROOM000635,HOT0076,900,Deluxe,5,3500,3,Occupied
ROOM000636,HOT0212,576,Suite,1,15000,14,Occupied
ROOM000637,HOT0065,379,Presidential,4,3500,13,Available
ROOM000638,HOT0149,959,Presidential,2,2500,7,Occupied
ROOM000639,HOT0090,735,Family,4,5000,3,Available
ROOM000640,HOT0119,443,Presidential,4,5000,15,Occupied
ROOM000641,HOT0019,301,Standard,2,15000,6,Available
ROOM000642,HOT0037,820,Suite,1,10000,11,Maintenance
ROOM000643,HOT0011,446,Family,3,7000,9,Maintenance
ROOM000644,HOT0030,748,Standard,5,2500,15,Occupied
ROOM000645,HOT0217,241,Presidential,1,2500,14,Maintenance
ROOM000646,HOT0210,360,Deluxe,5,3500,8,Available
ROOM000647,HOT0039,722,Presidential,4,15000,7,Occupied
ROOM000648,HOT0161,117,Presidential,6,2500,9,Available
ROOM000649,HOT0169,529,Deluxe,1,15000,3,Available
ROOM000650,HOT0143,633,Family,4,15000,4,Occupied
ROOM000651,HOT0093,340,Family,6,5000,10,Occupied
ROOM000652,HOT0209,879,Family,6,15000,10,Available
ROOM000653,HOT0161,476,Family,2,5000,8,Maintenance
ROOM000654,HOT0206,473,Deluxe,6,3500,11,Occupied
ROOM000655,HOT0084,195,Family,2,5000,2,Available
ROOM000656,HOT0098,366,Family,1,7000,13,Occupied
ROOM000657,HOT0203,646,Deluxe,6,3500,5,Occupied
ROOM000658,HOT0038,700,Family,5,15000,4,Maintenance
ROOM000659,HOT0175,382,Executive,5,7000,6,Maintenance
ROOM000660,HOT0038,290,Family,5,10000,6,Occupied
ROOM000661,HOT0185,442,Family,6,15000,5,Available
ROOM000662,HOT0230,650,Presidential,1,15000,6,Available
ROOM000663,HOT0247,709,Presidential,6,2500,2,Occupied
ROOM000664,HOT0147,687,Family,5,3500,8,Maintenance
ROOM000665,HOT0053,141,Suite,5,2500,2,Available
ROOM000666,HOT0190,324,Presidential,2,10000,6,Occupied
ROOM000667,HOT0034,252,Presidential,5,5000,14,Maintenance
ROOM000668,HOT0082,660,Standard,1,5000,9,Maintenance
ROOM000669,HOT0054,554,Presidential,3,5000,8,Maintenance
ROOM000670,HOT0226,589,Deluxe,3,7000,13,Maintenance
ROOM000671,HOT0093,125,Standard,3,15000,3,Maintenance
ROOM000672,HOT0183,949,Family,4,10000,15,Available
ROOM000673,HOT0193,813,Deluxe,2,2500,13,Occupied
ROOM000674,HOT0060,848,Presidential,2,3500,9,Available
ROOM000675,HOT0102,251,Deluxe,5,5000,4,Available
ROOM000676,HOT0216,301,Deluxe,4,3500,7,Occupied
ROOM000677,HOT0040,437,Suite,3,2500,10,Maintenance
ROOM000678,HOT0188,372,Suite,5,15000,11,Available
ROOM000679,HOT0138,666,Suite,6,15000,2,Occupied
ROOM000680,HOT0219,390,Presidential,5,3500,1,Occupied
ROOM000681,HOT0149,135,Family,1,5000,2,Occupied
ROOM000682,HOT0238,194,Suite,6,3500,7,Occupied
ROOM000683,HOT0089,896,Deluxe,5,3500,11,Occupied
ROOM000684,HOT0053,738,Suite,6,5000,4,Available
ROOM000685,HOT0074,729,Family,1,2500,13,Maintenance
ROOM000686,HOT0229,756,Deluxe,5,10000,12,Occupied
ROOM000687,HOT0196,138,Deluxe,2,15000,10,Maintenance
ROOM000688,HOT0066,638,Suite,3,10000,6,Available
ROOM000689,HOT0083,298,Suite,3,7000,8,Available
ROOM000690,HOT0053,730,Standard,5,7000,6,Occupied
ROOM000691,HOT0116,323,Deluxe,6,10000,3,Occupied
ROOM000692,HOT0219,606,Suite,6,2500,12,Available
ROOM000693,HOT0089,294,Standard,1,10000,14,Available
ROOM000694,HOT0001,477,Executive,4,15000,3,Available
ROOM000695,HOT0244,338,Standard,4,2500,9,Maintenance
ROOM000696,HOT0166,953,Executive,1,10000,9,Maintenance
ROOM000697,HOT0183,797,Suite,5,3500,15,Occupied
ROOM000698,HOT0244,262,Presidential,1,5000,3,Maintenance
ROOM000699,HOT0232,868,Family,4,3500,14,Available
ROOM000700,HOT0181,407,Executive,2,5000,15,Occupied
ROOM000701,HOT0164,312,Standard,5,3500,1,Maintenance
ROOM000702,HOT0042,817,Suite,2,7000,9,Occupied
ROOM000703,HOT0116,435,Deluxe,3,3500,2,Occupied
ROOM000704,HOT0124,244,Deluxe,1,2500,11,Occupied
ROOM000705,HOT0005,861,Executive,3,5000,9,Available
ROOM000706,HOT0199,269,Presidential,1,10000,1,Available
ROOM000707,HOT0201,657,Deluxe,1,2500,5,Maintenance
ROOM000708,HOT0173,292,Suite,6,3500,10,Available
ROOM000709,HOT0117,523,Suite,1,15000,5,Maintenance
ROOM000710,HOT0010,345,Suite,4,7000,15,Maintenance
ROOM000711,HOT0193,627,Executive,5,2500,8,Occupied
ROOM000712,HOT0214,954,Family,1,7000,10,Occupied
ROOM000713,HOT0100,336,Deluxe,2,7000,13,Available
ROOM000714,HOT0198,380,Presidential,1,2500,7,Occupied
ROOM000715,HOT0197,961,Presidential,5,3500,4,Occupied
ROOM000716,HOT0027,914,Presidential,5,3500,6,Maintenance
ROOM000717,HOT0064,645,Suite,2,15000,6,Occupied
ROOM000718,HOT0034,973,Presidential,4,5000,2,Available
ROOM000719,HOT0096,650,Standard,2,5000,3,Maintenance
ROOM000720,HOT0195,113,Family,1,15000,14,Available
ROOM000721,HOT0113,482,Presidential,4,5000,12,Maintenance
ROOM000722,HOT0153,345,Suite,4,2500,14,Maintenance
ROOM000723,HOT0020,324,Presidential,1,15000,2,Maintenance
ROOM000724,HOT0003,684,Deluxe,5,2500,11,Maintenance
ROOM000725,HOT0211,239,Family,2,5000,7,Available
ROOM000726,HOT0194,369,Standard,5,5000,13,Occupied
ROOM000727,HOT0116,105,Presidential,2,2500,12,Maintenance
ROOM000728,HOT0131,582,Standard,4,-3500,9,Maintenance
ROOM000729,HOT0079,886,Deluxe,2,2500,12,Occupied
ROOM000730,HOT0088,376,Standard,4,10000,9,Available
ROOM000731,HOT0141,590,Executive,3,15000,7,Maintenance
ROOM000732,HOT0052,923,Deluxe,5,15000,14,Maintenance
ROOM000733,HOT0119,624,Family,2,3500,9,Maintenance
ROOM000734,HOT0193,855,Family,3,3500,10,Available
ROOM000735,HOT0061,125,Deluxe,4,2500,6,Available
ROOM000736,HOT0060,803,Suite,2,10000,2,Maintenance
ROOM000737,HOT0168,146,Suite,5,5000,14,Available
ROOM000738,HOT0043,931,Standard,5,5000,10,Available
ROOM000739,HOT0167,819,Deluxe,1,5000,5,Available
ROOM000740,HOT0086,278,Suite,1,2500,14,Occupied
ROOM000741,HOT0103,937,Family,4,5000,8,Occupied
ROOM000742,HOT0192,986,Executive,2,7000,15,Available
ROOM000743,HOT0106,196,Deluxe,6,10000,5,Available
ROOM000744,HOT0193,742,Executive,6,2500,13,Occupied
ROOM000745,HOT0033,239,Family,5,5000,8,Available
ROOM000746,HOT0007,822,Suite,6,5000,3,Occupied
ROOM000747,HOT0185,970,Standard,1,3500,10,Available
ROOM000748,HOT0071,772,Executive,4,3500,3,Occupied
ROOM000749,HOT0203,738,Standard,1,5000,7,Occupied
ROOM000750,HOT0155,650,Family,1,15000,6,Maintenance
ROOM000751,HOT0212,587,Suite,3,3500,7,Occupied
ROOM000752,HOT0146,718,Suite,5,3500,15,Occupied
ROOM000753,HOT0241,230,Standard,1,7000,8,Maintenance
ROOM000754,HOT0041,449,Standard,1,5000,1,Occupied
ROOM000755,HOT0172,895,Family,5,3500,14,Occupied
ROOM000756,HOT0035,773,Deluxe,1,15000,9,Available
ROOM000757,HOT0132,336,Presidential,3,3500,6,Occupied
ROOM000758,HOT0187,364,Executive,1,2500,2,Occupied
ROOM000759,HOT0146,505,Executive,1,7000,1,Occupied
ROOM000760,HOT0091,687,Deluxe,6,2500,1,Maintenance
ROOM000761,HOT0019,394,Presidential,3,5000,5,Available
ROOM000762,HOT0090,384,Executive,5,15000,14,Available
ROOM000763,HOT0122,861,Executive,1,7000,8,Maintenance
ROOM000764,HOT0016,452,Family,6,5000,5,Occupied
ROOM000765,HOT0057,433,Deluxe,6,15000,11,Maintenance
ROOM000766,HOT0181,702,Presidential,1,2500,1,Maintenance
ROOM000767,HOT0224,964,Family,2,10000,8,Available
ROOM000768,HOT0185,658,Family,6,15000,10,Occupied
ROOM000769,HOT0149,433,Deluxe,6,2500,13,Available
ROOM000770,HOT0172,112,Deluxe,2,15000,15,Maintenance
ROOM000771,HOT0079,918,Presidential,2,5000,15,Maintenance
ROOM000772,HOT0036,707,Standard,4,15000,3,Occupied
ROOM000773,HOT0102,218,Suite,6,3500,1,Occupied
ROOM000774,HOT0142,478,Standard,5,10000,3,Available
ROOM000775,HOT0237,508,Family,1,3500,7,Maintenance
ROOM000776,HOT0117,436,Deluxe,3,2500,3,Maintenance
ROOM000777,HOT0210,190,Executive,5,10000,4,Occupied
ROOM000778,HOT0177,292,Suite,4,7000,9,Available
ROOM000779,HOT0013,760,Deluxe,1,10000,1,Maintenance
ROOM000780,HOT0121,120,Deluxe,4,5000,15,Occupied
ROOM000781,HOT0149,561,Presidential,1,15000,2,Maintenance
ROOM000782,HOT0067,161,Presidential,3,10000,5,Maintenance
ROOM000783,HOT0245,150,Family,4,10000,7,Maintenance
ROOM000784,HOT0089,769,Suite,1,3500,1,Maintenance
ROOM000785,HOT0246,456,Family,2,7000,6,Maintenance
ROOM000786,HOT0210,462,Suite,6,7000,8,Available
ROOM000787,HOT0158,393,Standard,3,15000,7,Occupied
ROOM000788,HOT0145,704,Presidential,3,2500,1,Available
ROOM000789,HOT0136,712,Executive,2,15000,7,Occupied
ROOM000790,HOT0198,622,Deluxe,3,10000,8,Available
ROOM000791,HOT0209,943,Deluxe,4,2500,1,Maintenance
ROOM000792,HOT0078,285,Deluxe,4,15000,6,Available
ROOM000793,HOT0191,658,Executive,1,2500,6,Available
ROOM000794,HOT0098,447,Family,3,5000,5,Available
ROOM000795,HOT0230,410,Executive,1,3500,5,Maintenance
ROOM000796,HOT0203,475,Standard,2,15000,1,Maintenance
ROOM000797,HOT0123,943,Suite,5,7000,13,Occupied
ROOM000798,HOT0142,829,Executive,4,15000,2,Occupied
ROOM000799,HOT0069,964,Family,5,15000,8,Occupied
ROOM000800,HOT0059,241,Family,5,15000,7,Available
ROOM000801,HOT0082,103,Deluxe,5,3500,7,Maintenance
ROOM000802,HOT0111,826,Suite,1,10000,1,Maintenance
ROOM000803,HOT0094,850,Suite,3,3500,11,Available
ROOM000804,HOT0110,470,Deluxe,6,3500,11,Maintenance
ROOM000805,HOT0009,168,Standard,1,10000,3,Maintenance
ROOM000806,HOT0155,607,Presidential,6,5000,4,Available
ROOM000807,HOT0185,336,Family,5,7000,6,Occupied
ROOM000808,HOT0233,952,Deluxe,1,7000,15,Available
ROOM000809,HOT0194,810,Suite,5,3500,2,Available
ROOM000810,HOT0029,316,Executive,4,10000,1,Maintenance
ROOM000811,HOT0078,741,Executive,5,15000,7,Occupied
ROOM000812,HOT0244,402,Family,4,3500,8,Available
ROOM000813,HOT0054,482,Presidential,6,5000,14,Occupied
ROOM000814,HOT0042,807,Family,2,15000,7,Occupied
ROOM000815,HOT0216,181,Executive,3,10000,9,Maintenance
ROOM000816,HOT0144,923,Suite,3,15000,14,Occupied
ROOM000817,HOT0089,821,Executive,6,7000,15,Available
ROOM000818,HOT0159,324,Presidential,3,7000,7,Maintenance
ROOM000819,HOT0194,281,Family,3,2500,13,Available
ROOM000820,HOT0041,613,Suite,1,15000,11,Occupied
ROOM000821,HOT0037,168,Suite,4,15000,6,Maintenance
ROOM000822,HOT0139,316,Suite,6,10000,14,Maintenance
ROOM000823,HOT0101,342,Standard,6,5000,2,Occupied
ROOM000824,HOT0085,382,Suite,3,15000,8,Maintenance
ROOM000825,HOT0249,400,Standard,1,10000,1,Maintenance
ROOM000826,HOT0029,399,Presidential,5,5000,3,Maintenance
ROOM000827,HOT0154,767,Standard,2,5000,7,Occupied
ROOM000828,HOT0001,456,Presidential,4,7000,14,Occupied
ROOM000829,HOT0206,202,Standard,6,7000,14,Available
ROOM000830,HOT0243,611,Presidential,4,-10000,4,Available
ROOM000831,HOT0197,446,Presidential,6,7000,5,Occupied
ROOM000832,HOT0150,306,Executive,1,15000,3,Maintenance
ROOM000833,HOT0190,197,Suite,6,15000,6,Occupied
ROOM000834,HOT0194,945,Deluxe,5,5000,9,Occupied
ROOM000835,HOT0038,389,Family,4,5000,15,Occupied
ROOM000836,HOT0139,538,Deluxe,6,-5000,9,Available
ROOM000837,HOT0085,474,Family,3,5000,14,Available
ROOM000838,HOT0025,275,Executive,5,3500,11,Available
ROOM000839,HOT0158,405,Deluxe,2,15000,3,Available
ROOM000840,HOT0078,723,Suite,5,3500,15,Maintenance
ROOM000841,HOT0049,737,Presidential,4,2500,12,Maintenance
ROOM000842,HOT0102,416,Deluxe,6,3500,2,Occupied
ROOM000843,HOT0110,282,Standard,1,15000,11,Available
ROOM000844,HOT0095,878,Presidential,1,2500,2,Maintenance
ROOM000845,HOT0143,336,Standard,4,3500,5,Maintenance
ROOM000846,HOT0153,701,Presidential,1,3500,13,Available
ROOM000847,HOT0086,641,Executive,3,10000,5,Maintenance
ROOM000848,HOT0177,415,Executive,2,2500,15,Occupied
ROOM000849,HOT0040,591,Presidential,6,10000,10,Available
ROOM000850,HOT0051,317,Suite,6,5000,1,Available
ROOM000851,HOT0013,130,Executive,3,3500,7,Maintenance
ROOM000852,HOT0247,559,Deluxe,6,5000,3,Maintenance
ROOM000853,HOT0091,487,Suite,4,5000,15,Available
ROOM000854,HOT0216,432,Family,4,2500,8,Occupied
ROOM000855,HOT0247,881,Suite,3,3500,11,Available
ROOM000856,HOT0228,712,Family,2,2500,3,Occupied
ROOM000857,HOT0112,646,Executive,3,10000,1,Occupied
ROOM000858,HOT0125,425,Presidential,2,3500,13,Maintenance
ROOM000859,HOT0200,330,Suite,3,7000,14,Maintenance
ROOM000860,HOT0117,367,Presidential,5,7000,13,Maintenance
ROOM000861,HOT0047,877,Standard,6,7000,14,Available
ROOM000862,HOT0050,532,Deluxe,2,5000,11,Available
ROOM000863,HOT0048,956,Suite,4,3500,12,Available
ROOM000864,HOT0056,434,Executive,1,10000,15,Occupied
ROOM000865,HOT0180,606,Executive,6,3500,13,Maintenance
ROOM000866,HOT0178,804,Deluxe,4,15000,12,Occupied
ROOM000867,HOT0020,139,Standard,5,15000,8,Occupied
ROOM000868,HOT0232,646,Suite,4,7000,4,Occupied
ROOM000869,HOT0145,772,Presidential,5,5000,4,Available
ROOM000870,HOT0088,798,Standard,3,10000,7,Maintenance
ROOM000871,HOT0021,636,Presidential,4,10000,14,Occupied
ROOM000872,HOT0035,617,Suite,3,3500,6,Occupied
ROOM000873,HOT0128,804,Suite,1,5000,8,Occupied
ROOM000874,HOT0072,174,Suite,4,10000,2,Available
ROOM000875,HOT0153,276,Deluxe,1,3500,8,Occupied
ROOM000876,HOT0156,307,Family,4,7000,2,Occupied
ROOM000877,HOT0212,263,Standard,6,7000,6,Occupied
ROOM000878,HOT0164,137,Executive,2,2500,6,Available
ROOM000879,HOT0184,809,Executive,5,7000,7,Maintenance
ROOM000880,HOT0048,376,Executive,6,10000,2,Occupied
ROOM000881,HOT0189,239,Presidential,3,15000,11,Maintenance
ROOM000882,HOT0009,552,Executive,6,15000,1,Available
ROOM000883,HOT0157,922,Family,2,15000,8,Maintenance
ROOM000884,HOT0198,416,Family,3,3500,5,Occupied
ROOM000885,HOT0058,723,Family,4,2500,5,Occupied
ROOM000886,HOT0161,480,Family,5,3500,15,Maintenance
ROOM000887,HOT0044,600,Presidential,1,15000,12,Occupied
ROOM000888,HOT0011,673,Executive,2,10000,15,Available
ROOM000889,HOT0140,314,Presidential,2,3500,14,Maintenance
ROOM000890,HOT0097,632,Suite,6,2500,2,Maintenance
ROOM000891,HOT0077,540,Family,5,2500,9,Maintenance
ROOM000892,HOT0044,351,Presidential,6,7000,7,Occupied
ROOM000893,HOT0068,240,Suite,4,3500,5,Occupied
ROOM000894,HOT0177,274,Presidential,2,10000,15,Maintenance
ROOM000895,HOT0102,837,Executive,3,5000,9,Maintenance
ROOM000896,HOT0074,819,Presidential,3,10000,4,Maintenance
ROOM000897,HOT0150,486,Deluxe,3,10000,2,Maintenance
ROOM000898,HOT0034,857,Suite,2,3500,12,Available
ROOM000899,HOT0173,371,Suite,6,7000,13,Available
ROOM000900,HOT0189,964,Deluxe,5,15000,10,Occupied
